"ORIGIN","DEST","CARRIER","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"AUS","DAL","VX",292,0.0445205479452055,0.113013698630137,0.0761728009960174,0.155779132136509,0.0392156862745098,0.106896551724138
"AUS","SFO","VX",685,0.00145985401459854,0.0715328467153285,0.00937090247086298,0.0939681921027739,0.00315706393054459,0.0717948717948718
"BOS","LAS","VX",64,0.09375,0.1875,0.195789548724126,0.303950399451684,0.0531609195402299,0.135
"BOS","LAX","VX",778,0.025706940874036,0.0526992287917738,0.0399589958118359,0.0712905420417571,0.0250820440693858,0.0541966426858513
"BOS","SFO","VX",826,0.0314769975786925,0.0799031476997579,0.0462686328750038,0.100966740007564,0.0304039059032401,0.0795918367346939
"DAL","AUS","VX",292,0.0479452054794521,0.136986301369863,0.0803404736529534,0.182455252890497,0.0419389978213508,0.127011494252874
"DAL","DCA","VX",702,0.0227920227920228,0.0769230769230769,0.0373603593040928,0.0996611758935141,0.0223880597014925,0.0767810026385224
"DAL","LAX","VX",788,0.00253807106598985,0.0723350253807107,0.0100882401563002,0.0931553180204786,0.00393883225208526,0.0725118483412322
"DAL","LGA","VX",877,0.0364880273660205,0.169897377423033,0.0515716897474457,0.196789259096681,0.0350766645662676,0.164201500535906
"DAL","SFO","VX",705,0.00283687943262411,0.124822695035461,0.0112675607086007,0.151944372112574,0.00435785695975391,0.121156373193167
"DCA","DAL","VX",701,0.0242510699001427,0.0627674750356633,0.0391482576959303,0.0838505826053777,0.0237052306106674,0.063672391017173
"DCA","SFO","VX",364,0.010989010989011,0.0796703296703297,0.0295078207174091,0.113196163698173,0.0122950819672131,0.079047619047619
"DFW","LAX","VX",295,0,0.0338983050847458,0.0161168950848191,0.0628352913103254,0.0037817396002161,0.0404558404558405
"DFW","SFO","VX",289,0.00346020761245675,0.0588235294117647,0.0220010978759196,0.0936191183352176,0.00658978583196046,0.0614492753623188
"EWR","LAX","VX",1004,0.0139442231075697,0.0577689243027888,0.0237462836946333,0.0744283637473185,0.0142698295033358,0.0586792452830189
"EWR","SFO","VX",979,0.0224719101123595,0.0949948927477017,0.0342600315340834,0.115491048344958,0.0221969265793967,0.0939130434782609
"FLL","JFK","VX",131,0.0458015267175573,0.0763358778625954,0.0999013645748437,0.137874950193135,0.0358874878758487,0.0759358288770053
"FLL","LAX","VX",791,0.00252844500632111,0.0366624525916561,0.0100502193927639,0.0527248580818116,0.00392519048718541,0.0391971664698937
"FLL","SFO","VX",442,0.0135746606334842,0.0610859728506787,0.0305064810758158,0.0883728435397922,0.01430781129157,0.0626506024096386
"IAD","LAX","VX",717,0.00418410041841004,0.0446304044630404,0.0131159532102575,0.0629453741564855,0.00555415299166877,0.0468305304010349
"IAD","SFO","VX",858,0.00466200466200466,0.0885780885780886,0.0126240138053552,0.110029482894981,0.0057865409344192,0.087746170678337
"JFK","FLL","VX",131,0.0458015267175573,0.129770992366412,0.0999013645748437,0.200600523724468,0.0358874878758487,0.113368983957219
"JFK","LAS","VX",386,0.0155440414507772,0.038860103626943,0.0348680374533454,0.0642679069371195,0.0160450997398092,0.0434389140271493
"JFK","LAX","VX",1878,0.0154419595314164,0.0633652822151225,0.022339764401777,0.075600969904477,0.0155642023346303,0.0637021716649431
"JFK","PSP","VX",32,0,0.0625,0.131909363437364,0.215867671286896,0.0130597014925373,0.0704545454545455
"JFK","SFO","VX",1530,0.0241830065359477,0.104575163398693,0.0334616705913329,0.121300000529107,0.0239222526787939,0.103530895334174
"LAS","BOS","VX",64,0.078125,0.140625,0.17664339555181,0.251074769149453,0.0459770114942529,0.11
"LAS","JFK","VX",385,0.0181818181818182,0.0441558441558442,0.0383809385160691,0.0706998204694033,0.0182529335071708,0.0480725623582766
"LAS","LAX","VX",1171,0.00512382578992314,0.0426985482493595,0.0116064374321257,0.0562548632361566,0.00593805167709838,0.0441727791361043
"LAS","SFO","VX",2415,0.00703933747412008,0.106004140786749,0.0114441891218068,0.119207657248748,0.00738896474178781,0.105301497369486
"LAX","BOS","VX",777,0.00900900900900901,0.0347490347490347,0.0191617525770832,0.0506638627275007,0.00985684111710866,0.0374549819927971
"LAX","DAL","VX",789,0.00380228136882129,0.0342205323193916,0.0119268787787865,0.0499010845268084,0.00509141402453136,0.0369230769230769
"LAX","DFW","VX",295,0.00338983050847458,0.0203389830508475,0.0215608005601314,0.0454202815441833,0.00648298217179903,0.0290598290598291
"LAX","EWR","VX",1004,0.0129482071713147,0.0747011952191235,0.022508052569781,0.0931213336745381,0.0133432171979244,0.0747169811320755
"LAX","FLL","VX",790,0,0.030379746835443,0.00607665318375151,0.045377429320048,0.00161812297734628,0.0333333333333333
"LAX","IAD","VX",716,0.00837988826815642,0.0251396648044693,0.018924082633233,0.0400266264401138,0.00935288169868554,0.0287564766839378
"LAX","JFK","VX",1876,0.011727078891258,0.0826226012793177,0.0179442648547578,0.0962716670355793,0.0119926199261993,0.0824016563146998
"LAX","LAS","VX",1189,0.00504625735912532,0.0311185870479394,0.011431563725871,0.0429875493266469,0.00585350419237462,0.0330923694779117
"LAX","MCO","VX",365,0.00273972602739726,0.0246575342465753,0.0174796508480862,0.0475166178389031,0.00545206724216265,0.031353919239905
"LAX","ORD","VX",657,0.0060882800608828,0.0517503805175038,0.0164549083190541,0.0721159570707507,0.00737503414367659,0.0535764375876578
"LAX","PHL","VX",159,0.00628930817610063,0.0754716981132075,0.0394605848765669,0.129783629353977,0.0102476515798463,0.0753488372093023
"LAX","SEA","VX",1155,0.00173160173160173,0.0337662337662338,0.00689654144260282,0.046227520628306,0.00276377824743944,0.0356729975227085
"LAX","SFO","VX",3190,0.00564263322884012,0.115047021943574,0.00905329510919226,0.126841394253666,0.00594144309690065,0.114356130622304
"LGA","DAL","VX",876,0.0376712328767123,0.131278538812785,0.0529482654604613,0.155845356860149,0.0361648444070648,0.127896995708155
"MCO","LAX","VX",366,0.00546448087431694,0.0437158469945355,0.021563026009562,0.0710170524345173,0.00770625566636446,0.0478672985781991
"MCO","SFO","VX",4,0,0,0.556186217847897,0.556186217847897,0.0176767676767677,0.07
"ORD","LAX","VX",657,0.0030441400304414,0.0487062404870624,0.0120845367019818,0.068620297261112,0.00464354001638896,0.0507713884992987
"ORD","SFO","VX",840,0.00476190476190476,0.0964285714285714,0.0128928139725513,0.118840941423376,0.00590034965034965,0.0950892857142857
"PDX","SFO","VX",362,0,0.0110497237569061,0.0131712803156811,0.0296684644291626,0.00320219579139982,0.0196172248803828
"PHL","LAX","VX",160,0,0.0875,0.0293361445975299,0.143900873513743,0.00595238095238095,0.0842592592592593
"PHL","SFO","VX",98,0,0.0816326530612245,0.0470643153730982,0.156926788153928,0.00808314087759815,0.0792207792207792
"PSP","JFK","VX",32,0.03125,0.125,0.175461799732094,0.290892665416655,0.0223880597014925,0.0931818181818182
"PSP","SFO","VX",197,0.0050761421319797,0.121827411167513,0.0320306115575429,0.176694689526988,0.00881704628949302,0.111462450592885
