"ORIGIN","DEST","CARRIER","n","pfail_raw","pdelay1hr_raw","pfail","pdelay1hr"
"DFW","MKE","MQ",317,0.0347003154574132,0.0788643533123028,0.0625033465316683,0.115095472518208
"DFW","MSN","MQ",1367,0.0526700804681785,0.109729334308705,0.0661808154272683,0.127826871022759
"DFW","OKC","MQ",370,0.0702702702702703,0.191891891891892,0.102083272817803,0.236176160788862
"DFW","PNS","MQ",1261,0.0467882632831086,0.108643933386201,0.0602681624053334,0.127467574125723
"DFW","SAV","MQ",958,0.034446764091858,0.102296450939457,0.0484562613000687,0.123629919357397
"DFW","TUL","MQ",485,0.0371134020618557,0.088659793814433,0.058812787262781,0.118168083217595
"DFW","TYS","MQ",663,0.0452488687782805,0.0844645550527904,0.0645262062870425,0.108776981041695
"DFW","XNA","MQ",2214,0.039747064137308,0.147244805781391,0.04895614585623,0.162955910886427
"DSM","DFW","MQ",702,0.0584045584045584,0.141025641025641,0.0789082328328705,0.16941438678495
"DSM","ORD","MQ",1891,0.076679005817028,0.177154944473823,0.0898623803173405,0.195404109378054
"DTW","LGA","MQ",1651,0.0829800121138704,0.161720169594185,0.0976240098131577,0.180675820986008
"DTW","ORD","MQ",1999,0.080040020010005,0.191095547773887,0.0930627684676978,0.209303718116037
"ELP","DFW","MQ",35,0,0.114285714285714,0.12192176735602,0.26939501787674
"ELP","LAX","MQ",98,0.0306122448979592,0.0510204081632653,0.0917759562492075,0.11869318187384
"ELP","ORD","MQ",588,0.0340136054421769,0.142857142857143,0.0527109380472373,0.174235162678181
"EWR","ORD","MQ",50,0.16,0.28,0.290907264021935,0.420573406341905
"GRR","DFW","MQ",1343,0.0565897244973939,0.149664929262844,0.0706343576240417,0.170201006883345
"GRR","ORD","MQ",2158,0.0676552363299351,0.137164040778499,0.0793170654456404,0.152663165910907
"GSO","DFW","MQ",1004,0.0468127490039841,0.119521912350598,0.0621582174892588,0.141578157150434
"GSO","LGA","MQ",923,0.0942578548212351,0.179848320693391,0.11536069913389,0.20653358377432
"GSO","MIA","MQ",334,0.0239520958083832,0.0658682634730539,0.0480186224226824,0.0989458520768736
"GSP","DFW","MQ",764,0.0510471204188482,0.113874345549738,0.0696090192570404,0.138985739859601
"HOU","DFW","MQ",1161,0.0637381567614126,0.164513350559862,0.0797058286876914,0.18745000181294
"HPN","ORD","MQ",1085,0.0921658986175115,0.168663594470046,0.111322128387502,0.192639890624094
"IAH","LAX","MQ",144,0.0416666666666667,0.104166666666667,0.0912286651570474,0.167284926963171
"IAH","ORD","MQ",1,0,0,0.838178046004133,0.838178046004133
"ICT","DFW","MQ",249,0.0682730923694779,0.164658634538153,0.108237397912732,0.217187771211948
"IND","JFK","MQ",337,0.0652818991097923,0.15727002967359,0.0980846703562269,0.201125136105903
"IND","MIA","MQ",186,0.032258064516129,0.0645161290322581,0.0712446414600802,0.11159125684961
"IND","ORD","MQ",1748,0.0669336384439359,0.153890160183066,0.0799448918759144,0.171958267744362
"JAN","DFW","MQ",2149,0.0577012563983248,0.14704513727315,0.0686405583801071,0.162993983083625
"JAX","MIA","MQ",840,0.0226190476190476,0.0607142857142857,0.0356047532427213,0.07949720954019
"JAX","ORD","MQ",251,0.0438247011952191,0.155378486055777,0.078528963671701,0.206790744339143
"JFK","BNA","MQ",364,0.0989010989010989,0.186813186813187,0.134986264410099,0.231135487565383
"JFK","BWI","MQ",364,0.0824175824175824,0.186813186813187,0.116333214117051,0.231135487565383
"JFK","CLE","MQ",365,0.0821917808219178,0.167123287671233,0.116021728466535,0.209907828498549
"JFK","CMH","MQ",730,0.0643835616438356,0.146575342465753,0.0851834153221104,0.174751958110673
"JFK","CVG","MQ",365,0.063013698630137,0.172602739726027,0.093916818189003,0.215814611430575
"JFK","DCA","MQ",1440,0.0930555555555556,0.163194444444444,0.109555609730975,0.183621695484497
"JFK","IND","MQ",337,0.0712166172106825,0.154302670623145,0.104989882522796,0.197897733976229
"JFK","ORF","MQ",310,0.0806451612903226,0.151612903225806,0.117628855167522,0.197010630274695
"JFK","PIT","MQ",128,0,0.078125,0.0364160444020375,0.140952898414835
"JFK","RDU","MQ",1459,0.0685400959561343,0.144619602467443,0.0830363324733391,0.164033263466857
"LAX","DEN","MQ",193,0.0621761658031088,0.113989637305699,0.107677717167714,0.168435288991367
"LAX","ELP","MQ",98,0.0510204081632653,0.0918367346938776,0.11869318187384,0.169268365195272
"LAX","IAH","MQ",144,0.0486111111111111,0.138888888888889,0.100099367737576,0.207132240226804
"LAX","OKC","MQ",62,0,0.0967741935483871,0.0725036741710783,0.201559753367226
"LAX","SJC","MQ",89,0.0449438202247191,0.0561797752808989,0.115465734379406,0.129983491519497
"LAX","SLC","MQ",80,0.0625,0.1,0.143645572037979,0.189716290441031
"LAX","XNA","MQ",49,0,0.0204081632653061,0.0900857997711692,0.120087413670797
"LGA","ATL","MQ",744,0.0833333333333333,0.157258064516129,0.106016316130277,0.185837990668481
"LGA","BNA","MQ",1679,0.0690887432995831,0.15485407980941,0.0825609629098895,0.173349068798656
"LGA","CLE","MQ",159,0.050314465408805,0.150943396226415,0.098941595652478,0.21686740676795
"LGA","CMH","MQ",1906,0.0855194123819517,0.17208814270724,0.0992438421456729,0.190075640131352
"LGA","DAY","MQ",673,0.0950965824665676,0.191679049034175,0.120289169432507,0.223866135434604
"LGA","DTW","MQ",1651,0.0757116898849182,0.139915202907329,0.0898228473622521,0.15788410654249
"LGA","GSO","MQ",922,0.0911062906724512,0.193058568329718,0.111949232165623,0.220393181382639
"LGA","LIT","MQ",253,0.0553359683794466,0.304347826086957,0.0924006665066559,0.364957379559623
"LGA","ORF","MQ",737,0.109905020352782,0.16010854816825,0.135182324396113,0.189010256508418
"LGA","RDU","MQ",2724,0.0848017621145375,0.156387665198238,0.0961128463789967,0.170818228592164
"LGA","RIC","MQ",241,0.0705394190871369,0.145228215767635,0.111726285276866,0.196772757402642
"LGA","SDF","MQ",727,0.0907840440165062,0.25171939477304,0.114509729743489,0.285239462039305
"LGA","STL","MQ",1450,0.0627586206896552,0.14,0.0767952458327278,0.159243677439034
"LGA","TYS","MQ",228,0.114035087719298,0.232456140350877,0.163464861958987,0.292911612535112
"LGA","XNA","MQ",581,0.0654044750430293,0.141135972461274,0.0892461642111986,0.17258685268533
"LIT","DFW","MQ",988,0.0576923076923077,0.174089068825911,0.0744944017666236,0.199553038316839
"LIT","LGA","MQ",254,0.0590551181102362,0.153543307086614,0.0967825760934576,0.204436822762496
"LIT","ORD","MQ",1497,0.0567802271209085,0.170340681362725,0.0700240246888609,0.190665430242296
"MAF","DFW","MQ",2143,0.0634624358376108,0.16472235184321,0.0748612351439832,0.181381853435317
"MCI","ORD","MQ",12,0.25,0.666666666666667,0.544256202721739,0.867061459137964
"MEM","DFW","MQ",27,0.037037037037037,0.0740740740740741,0.202974824742336,0.24945245487192
"MEM","MIA","MQ",334,0.029940119760479,0.0808383233532934,0.055633449601726,0.11626606149655
"MEM","ORD","MQ",1317,0.0690964312832194,0.167046317388003,0.0844784159387995,0.188630037563586
"MIA","ATL","MQ",442,0.0429864253393665,0.0723981900452489,0.0671452429629447,0.10136453128631
"MIA","BHM","MQ",653,0.0122511485451761,0.0459418070444104,0.0247735748585055,0.065501895253219
"MIA","BNA","MQ",255,0.00784313725490196,0.0313725490196078,0.0307683080324388,0.0625531189667164
"MIA","CHS","MQ",594,0.0218855218855219,0.0841750841750842,0.0378732463377168,0.110001495228335
"MIA","CLE","MQ",404,0.0123762376237624,0.0396039603960396,0.0300144937309016,0.0644509676012857
"MIA","CMH","MQ",722,0.00554016620498615,0.056786703601108,0.0149844266791879,0.0767500840232073
"MIA","CVG","MQ",690,0.0130434782608696,0.0478260869565217,0.0253320902392252,0.0670460208592687
"MIA","GSO","MQ",334,0.0179640718562874,0.0718562874251497,0.0402056459941602,0.105911121216369
"MIA","IND","MQ",187,0.0053475935828877,0.0160427807486631,0.033700465735572,0.0492838322434131
"MIA","JAX","MQ",839,0.0262216924910608,0.0572109654350417,0.0399258353140837,0.07558283057779
"MIA","MEM","MQ",334,0.0209580838323353,0.0389221556886228,0.0441407674169968,0.0667814741963126
"MIA","ORF","MQ",589,0.0203735144312394,0.0407470288624788,0.0360783325906654,0.0606609906478606
"MIA","PIT","MQ",256,0.015625,0.0390625,0.0417004725602333,0.0721785884163852
"MIA","PNS","MQ",854,0.0187353629976581,0.053864168618267,0.0307643393326076,0.0716354739581839
"MIA","RIC","MQ",189,0.0105820105820106,0.0476190476190476,0.0412348818501183,0.0903701870949226
"MIA","SDF","MQ",128,0,0.0234375,0.0364160444020375,0.0711107482654405
"MKE","DFW","MQ",317,0.0473186119873817,0.135646687697161,0.0779591383780223,0.178942407027548
"MSN","DFW","MQ",1368,0.0650584795321637,0.136695906432749,0.0797632760564268,0.15636406206823
"MSN","ORD","MQ",1638,0.0732600732600733,0.120879120879121,0.0872437380601632,0.137945071846808
