"ORIGIN","DEST","CARRIER","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ABQ","ATL","DL",875,0.00914285714285714,0.0365714285714286,0.0185306900553656,0.0516884373879741,0.00989265417806778,0.0388829215896885
"ABQ","BWI","WN",562,0.0195729537366548,0.0836298932384342,0.0355614990791264,0.110212502841884,0.0194601381042059,0.0828478964401295
"ABQ","CLT","US",26,0,0.0384615384615385,0.157750673475196,0.209544511501033,0.0138339920948617,0.0634146341463415
"ABQ","DAL","WN",2096,0.012881679389313,0.0644083969465649,0.0189027164394074,0.0760156809884075,0.0130803242446573,0.0646840148698885
"ABQ","DEN","EV",309,0.0129449838187702,0.106796116504854,0.0346702786048867,0.147447319718199,0.0140551795939615,0.101917808219178
"ABQ","DEN","OO",242,0.0454545454545455,0.111570247933884,0.0813738993227328,0.159006471894648,0.0390920554854981,0.104697986577181
"ABQ","DEN","UA",58,0.0344827586206897,0.172413793103448,0.126916396880603,0.293898551102944,0.0255255255255255,0.124561403508772
"ABQ","DEN","WN",1020,0.00784313725490196,0.0607843137254902,0.0159117167359249,0.0776288411961227,0.00858290723155588,0.0615241635687732
"ABQ","DFW","AA",2114,0.0288552507095553,0.0851466414380322,0.0371277769820064,0.0981096219926977,0.0285035629453682,0.0848847926267281
"ABQ","HOU","WN",1020,0.00882352941176471,0.0549019607843137,0.0171850835720906,0.0710877895952493,0.00949598246895544,0.0559479553903346
"ABQ","IAH","EV",858,0.0151515151515152,0.0687645687645688,0.0263089044297892,0.0882339463948952,0.0154307758251179,0.0691466083150985
"ABQ","IAH","OO",314,0.0191082802547771,0.0700636942675159,0.0427208981529404,0.105097396819957,0.0190133607399794,0.0708108108108108
"ABQ","IAH","UA",2,0,0,0.718233512793084,0.718233512793084,0.0181347150259067,0.0724137931034483
"ABQ","JFK","B6",299,0.020066889632107,0.0802675585284281,0.0448240157268443,0.11798906780368,0.019775521111705,0.0794366197183099
"ABQ","LAS","WN",1501,0.00666222518321119,0.0552964690206529,0.0125584898391622,0.0683792799643524,0.00723258469737343,0.0560051380860629
"ABQ","LAX","OO",1157,0.0121002592912705,0.0717372515125324,0.0206241893759645,0.0885023877955325,0.0124979711085863,0.0718878812860676
"ABQ","LAX","WN",1025,0.0126829268292683,0.0565853658536585,0.0220498561194924,0.0729188438387729,0.0130885293582985,0.0575393154486587
"ABQ","MCI","WN",352,0.00568181818181818,0.03125,0.0224086084533961,0.0563994795452204,0.00795880149812734,0.0372549019607843
"ABQ","MCO","WN",100,0.02,0.08,0.0761761798342662,0.153969296585393,0.0194063926940639,0.0782051282051282
"ABQ","MDW","WN",717,0.0292887029288703,0.0711297071129707,0.0449895082059151,0.0929470907554383,0.0282756879575865,0.0714100905562743
"ABQ","MSP","DL",284,0.00704225352112676,0.0352112676056338,0.0276809899164502,0.0652164235525183,0.00946547884187082,0.0417647058823529
"ABQ","OAK","WN",900,0.00777777777777778,0.0533333333333333,0.0165597987093456,0.070514904771194,0.00861361771944217,0.054602510460251
"ABQ","ORD","MQ",592,0.0439189189189189,0.143581081081081,0.0643144643716242,0.174898537721486,0.0410671462829736,0.137654320987654
"ABQ","ORD","OO",86,0.0581395348837209,0.186046511627907,0.134239522963436,0.284327404271157,0.0397022332506204,0.142253521126761
"ABQ","PDX","WN",267,0,0.0149812734082397,0.0177784900237674,0.0400163973879826,0.00409117475160725,0.0253869969040248
"ABQ","PHX","OO",785,0.0165605095541401,0.0420382165605096,0.0287350855603382,0.0590199565825371,0.0167402929551267,0.0442330558858502
"ABQ","PHX","US",22,0,0,0.181440956997963,0.181440956997963,0.01440329218107,0.0538461538461538
"ABQ","PHX","WN",2218,0.00856627592425609,0.0653742110009017,0.0135561381201018,0.0767024666777601,0.00889586603872318,0.0656112576956904
"ABQ","SAN","WN",724,0.00552486187845304,0.0552486187845304,0.0149433373827258,0.0749753275821715,0.00675675675675676,0.0566666666666667
"ABQ","SEA","AS",286,0.0104895104895105,0.0314685314685315,0.0325290187392392,0.0603663118473287,0.0121816168327796,0.0385964912280702
"ABQ","SEA","WN",295,0.00338983050847458,0.0677966101694915,0.0215608005601314,0.103776335078722,0.00648298217179903,0.0689458689458689
"ABQ","SFO","OO",365,0.0246575342465753,0.150684931506849,0.0475166178389031,0.192099027980956,0.0236256247160382,0.14061757719715
"ABQ","SLC","DL",65,0,0.0153846153846154,0.0693787536441777,0.0925791045715895,0.00998573466476462,0.0429752066115702
"ABQ","SLC","OO",966,0.0041407867494824,0.020703933747412,0.0112204170100488,0.0322410730190158,0.00518632347291587,0.023679060665362
"ALB","ATL","DL",901,0.00887902330743618,0.0421753607103219,0.0179994651525645,0.0578634400608691,0.00962917434951854,0.0440961337513062
"ALB","ATL","EV",125,0.016,0.088,0.0615309779441146,0.153783765319262,0.016983016983017,0.0839779005524862
"ALB","BWI","WN",1862,0.0214822771213749,0.0553168635875403,0.0293755533016089,0.0669394194884105,0.0213710510014454,0.0558915537017727
"ALB","CLT","US",719,0.00973574408901252,0.0389429763560501,0.0206950742124937,0.0563274862790849,0.0105766809367917,0.0415483870967742
"ALB","DEN","WN",3,0,0,0.627208174095541,0.627208174095541,0.0179028132992327,0.0711864406779661
"ALB","DTW","DL",119,0,0.0252100840336134,0.0390677848575503,0.0762625680127541,0.00720906282183316,0.0411428571428571
"ALB","DTW","EV",517,0.0154738878143133,0.0541586073500967,0.0312160555353474,0.0779930674490457,0.0158730158730159,0.056195462478185
"ALB","EWR","EV",57,0.0350877192982456,0.087719298245614,0.128961130826361,0.196371195279831,0.0257186081694402,0.0814159292035398
"ALB","FLL","WN",316,0.0126582278481013,0.0316455696202532,0.0339151069481887,0.058740806834958,0.0138036809815951,0.0381720430107527
"ALB","IAD","EV",58,0.0172413793103448,0.103448275862069,0.102891186966942,0.21418219581885,0.018018018018018,0.0894736842105263
"ALB","LAS","WN",301,0.00664451827242525,0.0398671096345515,0.0261432259830384,0.0698673741323181,0.00903774587985114,0.0453781512605042
