"ORIGIN","DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ANC","PHX",412,0.0145631067961165,0.0436893203883495,0.032697589834344,0.0690543680486565,0.0151888341543514,0.0474358974358974
"ANC","SEA",6647,0.00601775236949,0.023469234241011,0.00825747883683432,0.0274904840300482,0.00615869804528279,0.0238997463822169
"ANC","SFO",177,0.0225988700564972,0.146892655367232,0.0597629647760902,0.208453360383896,0.021411578112609,0.129613733905579
"ANC","SLC",100,0,0.03,0.0461644104379188,0.0900318130203899,0.00799086757990868,0.0461538461538462
"ATL","ABQ",876,0.00570776255707763,0.0376712328767123,0.0139436532425359,0.0529482654604613,0.00672834314550042,0.0399141630901288
"ATL","ALB",1026,0.00779727095516569,0.0497076023391813,0.0158192026337665,0.0652239466804603,0.00853614239011987,0.0510166358595194
"ATL","AUS",3368,0.00593824228028504,0.0415676959619952,0.00929720631040529,0.0490289254868992,0.00621514869888476,0.0421144859813084
"ATL","BDL",3084,0.00940337224383917,0.0376134889753567,0.01362677905814,0.0451121841422655,0.00962268928842745,0.0382802547770701
"ATL","BHM",3189,0.00407651301348385,0.0357478833490122,0.00711799275416584,0.0429520072173358,0.00441149439372587,0.0364252696456086
"ATL","BNA",3372,0.00652431791221827,0.0432977461447212,0.0100009093559439,0.0508861820295462,0.00678811789278255,0.0438156359393232
"ATL","BOS",5276,0.0151630022744503,0.0595147839272176,0.018933633920779,0.066377362641392,0.0152115413365227,0.0596774193548387
"ATL","BTR",2763,0.0112196887441187,0.0922909880564604,0.0160536351886888,0.103916578834498,0.0114156859981679,0.0919474991131607
"ATL","BUF",1722,0.0040650406504065,0.021486643437863,0.00868153907820665,0.02974975683218,0.00467393723569998,0.0231721034870641
"ATL","BWI",6135,0.0127139364303178,0.0493887530562347,0.0159263080097878,0.0552288288098824,0.0127854175388876,0.0496204167339687
"ATL","CHS",3375,0.00533333333333333,0.0296296296296296,0.00855808299812316,0.0360733369645558,0.00562286244275694,0.0303701544739143
"ATL","CID",1006,0.0159045725646123,0.0864811133200795,0.0261478515224873,0.105957904216336,0.0160932297447281,0.0858757062146893
"ATL","CLE",2752,0.00726744186046512,0.0530523255813953,0.0113727557563272,0.0622890909364201,0.00756932654216185,0.0534900284900285
"ATL","CLT",6888,0.00551684088269454,0.0410859465737515,0.00763382916113176,0.0461489275553508,0.00565831801470588,0.0413594470046083
"ATL","CMH",3440,0.00348837209302326,0.0375,0.00623347540515887,0.0445561760862878,0.00381201638598088,0.0381006864988558
"ATL","COS",342,0.00292397660818713,0.0614035087719298,0.0186388761233508,0.0932583332111819,0.00575263662511985,0.0633165829145729
"ATL","CVG",2463,0.00406008932196508,0.0361347949654892,0.0076657205433673,0.0444765298612021,0.00449137183831061,0.0369988090512108
"ATL","DAL",2503,0.0147822612864563,0.0571314422692769,0.020499587256994,0.0671624866601565,0.0148941121712823,0.0575224697147323
"ATL","DAY",1422,0.00281293952180028,0.0330520393811533,0.00763580800350667,0.0440093719980478,0.00360673256745926,0.0346414073071719
"ATL","DCA",6942,0.0167098818784212,0.0561797752808989,0.0200892933311326,0.0619729903221645,0.0167303197856695,0.0563303801086025
"ATL","DEN",5136,0.007398753894081,0.0595794392523364,0.0102334233815985,0.0665431873785936,0.00756063862450107,0.0597457627118644
"ATL","DFW",7708,0.01712506486767,0.071613907628438,0.0203513558415415,0.0777168154141588,0.0171394799054374,0.0716383307573416
"ATL","DSM",1019,0.00490677134445535,0.0402355250245339,0.0119974268583374,0.0545809264524671,0.00584902211661488,0.042046511627907
"ATL","DTW",5099,0.00333398705628555,0.0433418317317121,0.00542848388468675,0.0494231829450164,0.00355610529163929,0.0436857419980601
"ATL","ELP",708,0.00564971751412429,0.0522598870056497,0.015278502874999,0.0718302069560728,0.00689479060265577,0.0539267015706806
"ATL","EWR",5391,0.0255982192543127,0.101279910962716,0.0302790096243239,0.10980117124934,0.025502177015111,0.101009730126675
"ATL","FLL",7573,0.00435758616136274,0.0406708041727189,0.00617722055270175,0.0454646638803902,0.00449779032975079,0.0409227945995543
"ATL","GRR",1317,0.00531511009870919,0.0349278663629461,0.011339535205639,0.0466331060923883,0.00603361585979026,0.0365622723962127
"ATL","GSO",2806,0.00392017106200998,0.0516749821810406,0.00718662018771062,0.0607138535383981,0.00430376232125503,0.0521313766596785
"ATL","GSP",2611,0.0072769054002298,0.0520873228648028,0.0115213294109425,0.0615167655999763,0.00759437123073487,0.0525684289463817
"ATL","HNL",365,0.00547945205479452,0.0301369863013699,0.0216213027333306,0.0544253083313855,0.00772376192639709,0.036104513064133
"ATL","HOU",4586,0.0152638464893153,0.0593109463584823,0.0193544518933936,0.0666890106672053,0.0153179438771132,0.059500215424386
"ATL","HPN",2150,0.0302325581395349,0.118139534883721,0.038585928283602,0.132794007369056,0.0298400143807298,0.117044424297371
"ATL","IAD",3261,0.0113462128181539,0.0650107329040172,0.0157473740303926,0.0742059444621864,0.0115101013128709,0.0651793789568887
"ATL","IAH",4295,0.00908032596041909,0.0640279394644936,0.0125017527165662,0.0719228636521452,0.00924442817262368,0.0641691565157435
"ATL","ICT",1202,0.00499168053244592,0.0515806988352745,0.011308508011472,0.0659781666913941,0.00579392420920764,0.0526232114467409
"ATL","IND",4047,0.00345935260686929,0.0360761057573511,0.0059205593189805,0.0424296364258841,0.00373586919606036,0.0366073604679503
"ATL","JAN",2441,0.00819336337566571,0.0471118394100778,0.0128173955019877,0.0564864441450484,0.00850488832366266,0.04773728474169
"ATL","JAX",5471,0.00383842076402851,0.033997441052824,0.00594913150157023,0.0392598517267694,0.00403880134145902,0.0344128822145829
"ATL","JFK",2068,0.0120889748549323,0.0817214700193424,0.0180136932114273,0.0946191852987462,0.0123180291153415,0.0815442561205273
"ATL","LAS",4084,0.00489715964740451,0.0435847208619001,0.00767014567121023,0.0504489783967,0.00514522023466051,0.0440096618357488
"ATL","LAX",5462,0.00402782863419993,0.0410106188209447,0.00617936790511146,0.0467322460924842,0.00422596258036553,0.0413555636100036
"ATL","LGA",8530,0.0297772567409144,0.0975381008206331,0.0336906940518199,0.104155532855632,0.0296797285362339,0.0973911017936175
"ATL","LIT",2092,0.00525812619502868,0.0348948374760994,0.0096320157887083,0.0438968512339002,0.00572166851236619,0.0359404096834264
"ATL","MCI",3855,0.00518806744487678,0.0378728923476005,0.00812491667087691,0.0445348322611756,0.00544501552083863,0.0384045001278445
"ATL","MCO",8566,0.00653747373336446,0.0469297221573663,0.00853908013076201,0.0517200161236626,0.00664259593574966,0.0471120389700766
"ATL","MDW",4947,0.0218314129775622,0.0727713765918739,0.0264071594671281,0.0805160684494253,0.0217832822269125,0.072796322206676
"ATL","MEM",3290,0.00668693009118541,0.0398176291793313,0.0102496053058564,0.0472357874103685,0.00695352430761916,0.040406455469217
"ATL","MIA",5711,0.00893013482752583,0.0420241638942392,0.0118097196743208,0.047672238710824,0.00905602986415955,0.0423443731576209
"ATL","MKE",3461,0.00635654435134354,0.0404507367812771,0.00974429081790605,0.0477169680315491,0.00661727277868899,0.0410008529997157
"ATL","MSN",827,0.0060459492140266,0.0386940749697703,0.0147643426908347,0.0546580523026926,0.00709377078253159,0.0409966024915062
"ATL","MSP",5232,0.00420489296636086,0.0378440366972477,0.00645062604371733,0.0434948096596212,0.00440910461260175,0.0382375189107413
"ATL","MSY",5466,0.00750091474570069,0.0409806073911453,0.0102492188157762,0.0466981574715973,0.00765177217931134,0.0413256066642521
"ATL","OKC",2227,0.00987876066457117,0.0431073192635833,0.0151255561008679,0.0526038801396483,0.0101641907740422,0.0438896189224704
"ATL","OMA",1744,0.00344036697247706,0.0412844036697248,0.00780543172655244,0.0519659844638481,0.00406772207563764,0.0423333333333333
"ATL","ORD",6048,0.0209986772486772,0.104332010582011,0.0250284590987448,0.112461136851103,0.020969427750196,0.104062909567497
"ATL","ORF",2754,0.00944081336238199,0.0446623093681917,0.0139699591593934,0.0532444094194434,0.00968471652764032,0.0452669039145908
"ATL","PBI",4306,0.00371574547143521,0.0443567115652578,0.00614096151988758,0.0510802007850022,0.00397151465351958,0.0447501146263182
"ATL","PDX",1234,0.00162074554294976,0.0307941653160454,0.00645681158018682,0.0423611351303063,0.0025970058050718,0.0327131782945736
"ATL","PHL",6899,0.0130453688940426,0.0700101463980287,0.0160879420606241,0.076411698307745,0.0131054457858966,0.0700503235082674
"ATL","PHX",3984,0.00552208835341365,0.0313755020080321,0.00846751057089216,0.0374064871509351,0.00576468269609775,0.031980198019802
"ATL","PIT",3573,0.00363839910439407,0.0358242373355723,0.00635440548955466,0.0426014246867638,0.00394715202017433,0.0364287682557178
"ATL","PNS",2475,0.00646464646464646,0.0408080808080808,0.0106714076113945,0.0495649992855221,0.00682299427495883,0.0415645989727381
"ATL","PVD",1036,0.0125482625482625,0.0444015444015444,0.0218172148754187,0.0591662172851157,0.0129589632829374,0.045970695970696
"ATL","RDU",5182,0.00714010034735623,0.0374372829023543,0.00991958030116086,0.0430902018921565,0.00730426843186487,0.0378388697976327
"ATL","RIC",3814,0.00734137388568432,0.0440482433141059,0.0107153821061689,0.0512021090020142,0.00755939524838013,0.0444961240310077
"ATL","ROC",1071,0.00840336134453781,0.0373482726423903,0.0163713718703921,0.0508890769426297,0.00907346012912232,0.0392191659272405
"ATL","RSW",4278,0.00257129499766246,0.0303880317905563,0.00471745630650252,0.0361095997638853,0.0028484792796104,0.0309644670050761
"ATL","SAN",2242,0.00312221231043711,0.0356824264049955,0.0066731819063684,0.0444243500099066,0.00362506473329881,0.0366405570060923
"ATL","SAT",3309,0.00332426715019643,0.037775763070414,0.00609626945132252,0.0450053225410663,0.00366408604692394,0.0383952451708767
"ATL","SAV",3269,0.00611807892321811,0.0416029366778831,0.00957813961868521,0.049188524714728,0.00639913880748759,0.0421654135338346
"ATL","SDF",2801,0.00678329168154231,0.0396287040342735,0.0107418106531717,0.0477103928656895,0.00709269174605382,0.040322016100805
"ATL","SEA",2648,0.00377643504531722,0.0313444108761329,0.00713141432525585,0.0388918492450648,0.00418625146886016,0.0322485207100592
"ATL","SFO",3762,0.00425305688463583,0.0534290271132376,0.00702734437880683,0.0612631362276928,0.00453455644740957,0.0537454164484023
"ATL","SJC",298,0.00671140939597315,0.0402684563758389,0.0264020583860031,0.0705556365406556,0.00911039657020364,0.0457627118644068
"ATL","SJU",1709,0.00234055002925688,0.0315974253949678,0.00635749697064591,0.0412842722559949,0.0030265665284161,0.0329745042492918
"ATL","SLC",2732,0.00402635431918009,0.027086383601757,0.00738082986568768,0.0340613045605398,0.00441721288116272,0.0280487804878049
"ATL","SMF",615,0.00650406504065041,0.0276422764227642,0.0175689477136169,0.0445605172271108,0.00782381918284555,0.0315946348733234
"ATL","SNA",1070,0.00747663551401869,0.0327102803738318,0.0151722928634211,0.0455811297247923,0.00820817324484806,0.0348134991119005
"ATL","STL",3910,0.00383631713554987,0.0335038363171355,0.00644565241123101,0.039772574117659,0.00411522633744856,0.0340897629853757
"ATL","TPA",7331,0.00518346746692129,0.0388760060019097,0.00717308435655839,0.0436554428401695,0.00531986713834355,0.0391498578583999
"ATL","TUL",1676,0.00715990453460621,0.0536992840095465,0.0127690887285198,0.0658634960837821,0.00765189584285062,0.0543879907621247
"ATL","TUS",673,0.00445765230312036,0.0386329866270431,0.0139668992839096,0.0566644659122071,0.00588078053996258,0.0414266117969822
"ATL","TYS",1733,0.0103866128101558,0.0415464512406232,0.0166336385639572,0.0522937156272762,0.0107289016701692,0.042593627724986
"ATL","XNA",1762,0.010783200908059,0.0573212258796822,0.0170501108341449,0.0694773319172406,0.0111038536903984,0.0578657865786579
"AUS","ATL",3379,0.00562296537437112,0.0402485942586564,0.00890826506982166,0.0475939968229225,0.00590585374326906,0.0408151382823872
"AUS","BNA",693,0.012987012987013,0.0432900432900433,0.0252233840777355,0.0617660617284594,0.0135381411090862,0.0456608811748999
"AUS","BOS",367,0.0136239782016349,0.0953678474114441,0.0329955392646247,0.130843554054367,0.0144730890999548,0.0926713947990544
"AUS","BWI",698,0.0114613180515759,0.0515759312320917,0.0231899530690136,0.0712115378391369,0.012157268494568,0.053315649867374
"AUS","CLT",359,0.011142061281337,0.0362116991643454,0.0299127365047707,0.0622155307935028,0.0124366651312759,0.0414457831325301
"AUS","DAL",3819,0.0193768002094789,0.0631055250065462,0.0243948257360253,0.0714543040953727,0.0193621282933594,0.0632774193548387
"AUS","DCA",365,0.0136986301369863,0.0465753424657534,0.0331736365924439,0.0744997016600395,0.0145388459791004,0.0503562945368171
"AUS","DEN",2883,0.0104058272632674,0.0700659035726674,0.0149812373550971,0.0802001996616244,0.0106145629098776,0.0701599183395713
"AUS","DFW",5111,0.0260223048327138,0.0774799452162004,0.0308756971680654,0.085301296407153,0.0259149280783618,0.0774530675440294
"AUS","DTW",471,0.0148619957537155,0.0530785562632696,0.0314587074973405,0.078089734051214,0.0153789820578543,0.0554079696394687
"AUS","ELP",944,0.00635593220338983,0.0434322033898305,0.0143807332245799,0.0588755157463983,0.00726059654631083,0.0452
"AUS","EWR",873,0.0240549828178694,0.0893470790378007,0.0370183045010459,0.110664925691378,0.0236237080784645,0.0884822389666308
"AUS","FLL",753,0.00132802124833997,0.0424966799468791,0.00853002729593243,0.0599696208888445,0.00289785076068582,0.0447466007416564
"AUS","HOU",1384,0.00794797687861272,0.0484104046242775,0.0145369261776548,0.0613797166713388,0.00849780701754386,0.0494444444444444
"AUS","IAD",107,0.0280373831775701,0.11214953271028,0.0844166811344688,0.189148595002129,0.0241492864983535,0.0993865030674847
"AUS","IAH",2381,0.0121797564048719,0.0600587988240235,0.0176364456010015,0.0705826506474307,0.0123768422766876,0.06040213377103
"AUS","JFK",1735,0.0201729106628242,0.0708933717579251,0.0281974748430627,0.0842679973321316,0.020108275328693,0.0710217755443886
"AUS","LAS",1121,0.00624442462087422,0.0526315789473684,0.0133119571618085,0.0677254297871109,0.00702223708409965,0.053695836873407
"AUS","LAX",2750,0.008,0.0614545454545455,0.0122567802903695,0.07128846437843,0.00828259946198499,0.0617248752672844
"AUS","LGB",512,0.001953125,0.052734375,0.0125077846373643,0.0764792610900022,0.00408719346049046,0.0549295774647887
"AUS","MCO",1062,0.00564971751412429,0.0555555555555556,0.012791358165902,0.071451208207535,0.00650721069293,0.0565295169946333
"AUS","MDW",965,0.0238341968911917,0.0673575129533679,0.0359857152588837,0.0854433491117244,0.0234570274947126,0.0677766895200784
"AUS","MIA",103,0,0.00970873786407767,0.0448772760318676,0.0599550859514193,0.00785634118967452,0.0327044025157233
"AUS","MSP",141,0,0.0283687943262411,0.0331645034443533,0.0744589688596034,0.00647548566142461,0.0416243654822335
"AUS","MSY",373,0.0107238605898123,0.0455764075067024,0.0288059395458582,0.0729317739090556,0.0120481927710843,0.0494172494172494
"AUS","OAK",361,0,0.0692520775623269,0.0132073078491138,0.101371364192313,0.00320953690967446,0.0700239808153477
"AUS","ORD",2341,0.0277659120034173,0.114053823152499,0.0354520867985838,0.127873658111497,0.0274811687774191,0.113141426783479
"AUS","PHL",329,0.0212765957446809,0.0820668693009119,0.0447998905194981,0.117990001291149,0.020781791192479,0.081038961038961
"AUS","PHX",1686,0.0029655990510083,0.0450771055753262,0.00726658728847634,0.0563615898948392,0.00363388598682716,0.0460390355912744
"AUS","SAN",681,0.00440528634361234,0.052863436123348,0.0138040648141202,0.0729663965054236,0.0058185665167945,0.0545454545454545
"AUS","SEA",382,0,0.031413612565445,0.0124898706659179,0.0553014343204704,0.00306211723534558,0.036986301369863
"AUS","SFO",2335,0.00685224839400428,0.102355460385439,0.0113093495794371,0.115607240751649,0.00721931789892955,0.101714763697198
"AUS","SJC",656,0.00152439024390244,0.0533536585365854,0.009782151045435,0.0739690964304166,0.00328227571115974,0.0550561797752809
"AUS","SLC",721,0.00554785020804438,0.0221914008321775,0.0150050561800551,0.0363852204165579,0.00678221552373776,0.025997425997426
"AUS","TPA",366,0,0.0519125683060109,0.0130291145103523,0.0808142166481065,0.00317316409791478,0.0549763033175355
"BDL","ATL",3091,0.0129407958589453,0.0459398252992559,0.0177296399234321,0.0540985558391677,0.0130756111426947,0.0464569431204322
"BDL","BWI",2430,0.0242798353909465,0.0563786008230453,0.0313983236647872,0.0665145710396536,0.0241098515088616,0.0567980691874497
"BDL","CLE",138,0,0.036231884057971,0.0338622393661805,0.0856297889951152,0.00656660412757974,0.0474226804123711
"BDL","CLT",1756,0.0159453302961276,0.0427107061503417,0.0232163000424069,0.0535009833420206,0.0160550458715596,0.0437086092715232
"BDL","DCA",730,0.0219178082191781,0.073972602739726,0.0359408618608181,0.0958915113829667,0.0216095380029806,0.0740458015267176
"BDL","DEN",375,0.016,0.0613333333333333,0.0358755484894248,0.0914632154397392,0.0164371390493114,0.0631090487238979
"BDL","DFW",853,0.0316529894490035,0.0773739742086753,0.0461919870627434,0.097811660173298,0.0305968541262659,0.0772277227722772
"BDL","DTW",1402,0.0114122681883024,0.0477888730385164,0.0187985710919166,0.0605977730321174,0.0117790414297319,0.0488340192043896
"BDL","EWR",361,0.0443213296398892,0.105263157894737,0.0719819455433159,0.14229014210665,0.0398899587345254,0.101199040767386
"BDL","FLL",1004,0.0199203187250996,0.0667330677290837,0.031029659312516,0.0843596834202069,0.0198295033358043,0.0671698113207547
"BDL","IAD",559,0.035778175313059,0.128801431127013,0.0554098058296655,0.159918570823378,0.0337432986439609,0.12390243902439
"BDL","LAS",239,0,0.0209205020920502,0.0198220718438235,0.0502663812306637,0.00445576066199873,0.0311864406779661
"BDL","MCO",1804,0.0188470066518847,0.0798226164079823,0.0264822623208014,0.0935673800985854,0.0188378033205619,0.0796774193548387
"BDL","MDW",963,0.0269989615784008,0.063343717549325,0.0397400842649216,0.0810224277815389,0.0263918320169524,0.0639842983316977
"BDL","MIA",405,0.0123456790123457,0.0296296296296296,0.0299413823724685,0.0522105704277412,0.0133277800916285,0.0351409978308026
"BDL","MSP",832,0.0108173076923077,0.0372596153846154,0.0210400302351731,0.0529426832542943,0.0114638447971781,0.0396396396396396
"BDL","ORD",1512,0.0416666666666667,0.119708994708995,0.0532816960920061,0.137447250643334,0.0405745967741936,0.118112244897959
"BDL","PBI",376,0.0292553191489362,0.0824468085106383,0.0528596877771094,0.115734018904507,0.0274822695035461,0.0814814814814815
"BDL","PHL",110,0,0.0272727272727273,0.0421360225982618,0.0822189753071966,0.00755939524838013,0.0433734939759036
"BDL","RDU",119,0.0588235294117647,0.092436974789916,0.120132669496706,0.161133243131878,0.043254376930999,0.0868571428571429
"BDL","RSW",403,0.0272952853598015,0.0595533498759305,0.0493734715313338,0.0881251298723963,0.0259305729820159,0.061437908496732
"BDL","SJU",469,0.00852878464818763,0.0767590618336887,0.0229763394670145,0.105334507850926,0.00992282249173098,0.0765714285714286
"BDL","TPA",1038,0.0221579961464355,0.0722543352601156,0.0334734261851593,0.0901046520478899,0.0219187926697808,0.0723948811700183
"BHM","ATL",3189,0.00501724678582628,0.0417058639071809,0.0082872942057482,0.0494022379440524,0.0053305557257521,0.0422804314329738
"BHM","BWI",781,0.0192061459667093,0.0691421254801537,0.0320464106256121,0.0897107155528661,0.0191544031768278,0.0695340501792115
"BHM","DAL",932,0.0107296137339056,0.0708154506437768,0.0201748380411562,0.08961756819516,0.01131850675139,0.0710526315789474
"BHM","DEN",361,0.0166204986149584,0.119113573407202,0.0372452544234778,0.157704586690863,0.0169646950939936,0.113189448441247
"BHM","DFW",952,0.0294117647058824,0.118697478991597,0.0426581607511295,0.141335035244335,0.0286214953271028,0.116269841269841
"BHM","DTW",751,0.0106524633821571,0.0585885486018642,0.0215662665318644,0.0783376666760563,0.0113773904623578,0.059727385377943
"BHM","HOU",660,0.00909090909090909,0.0575757575757576,0.0205160746210104,0.0787081262014783,0.0100652883569097,0.0589385474860335
"BHM","IAH",1715,0.0215743440233236,0.0956268221574344,0.0298705637334949,0.110815839086249,0.021450117305329,0.0949745906267645
"BHM","LAS",365,0,0.0328767123287671,0.0130643674688631,0.0578319300918365,0.00318037255792821,0.038479809976247
"BHM","LGA",271,0.11070110701107,0.239852398523985,0.155036744802234,0.29540896937273,0.0906990179087233,0.211620795107034
"BHM","MCO",720,0.00416666666666667,0.0958333333333333,0.0130616943956149,0.120172183595758,0.00553319919517103,0.0943298969072165
"BHM","MDW",693,0.0202020202020202,0.0894660894660895,0.0343007816539031,0.113698334249675,0.0200468627961468,0.0883845126835781
"BHM","MIA",653,0.0214395099540582,0.0719754977029096,0.0363804978860377,0.095080388054371,0.0211480362537764,0.0722143864598025
"BHM","ORD",1080,0.0425925925925926,0.133333333333333,0.056776890298062,0.155424205965079,0.0410318559556787,0.130457746478873
"BHM","TPA",685,0.00437956204379562,0.0496350364963504,0.0137240631350585,0.069205074791711,0.00578795053933176,0.0515519568151147
"BNA","ATL",3372,0.00771055753262159,0.0480427046263345,0.0114155885655169,0.0559782725138041,0.00794847992573683,0.0484830805134189
"BNA","AUS",687,0.0174672489082969,0.0596797671033479,0.0309799117773914,0.0806081948688769,0.0175806874836001,0.0608344549125168
"BNA","BOS",636,0.0110062893081761,0.0770440251572327,0.0233713486444854,0.101096814903762,0.0118110236220472,0.076878612716763
"BNA","BWI",2068,0.0319148936170213,0.0710831721470019,0.0406464943724199,0.0832620406597066,0.0314483016050765,0.0711864406779661
"BNA","CHS",375,0.016,0.0506666666666667,0.0358755484894248,0.0789119190676721,0.0164371390493114,0.0538283062645012
"BNA","CLE",877,0.0102622576966933,0.0581527936145952,0.0199678873478666,0.0761810028855459,0.0109220751942869,0.0591639871382637
"BNA","CLT",1373,0.0189366351056082,0.0407865986890022,0.0279410711019381,0.0529464885352482,0.0189200386686922,0.0421273617914626
"BNA","CMH",698,0.0100286532951289,0.0630372492836676,0.0213125561122058,0.0842061318010744,0.0108639420589757,0.0639257294429708
"BNA","CVG",382,0.0261780104712042,0.0706806282722513,0.0487555976603404,0.101963331647931,0.0249343832020997,0.0712328767123288
"BNA","DAL",576,0.0208333333333333,0.0694444444444444,0.0368835296851752,0.0939368418029911,0.0205773955773956,0.0699367088607595
"BNA","DCA",961,0.0343392299687825,0.0665972944849116,0.0483063264372141,0.0846451846077775,0.0331982242810268,0.0670599803343166
"BNA","DEN",2343,0.0157917200170721,0.0610328638497653,0.0218942430386608,0.0717202334057915,0.0158795798527831,0.0613588995414756
