"n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
4881735,0.0176832622008364,0.0752138327869088,0.0178029612487294,0.0754529142372899,0.0176832765845751,0.0752138303339901
