"CARRIER","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail.x","pdelay1hr.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail.y","pdelay1hr.y"
"DL",1345,0,0.0156133828996283,0.00357770916437449,0.0240989949513421,1344,0,0.0260416666666667,0.00358036209657469,0.036348222017711
"OO",5571,0.0186681026745647,0.0933405133728235,0.0226716709154521,0.101435484308587,5575,0.0188340807174888,0.0904035874439462,0.0228515523599235,0.0983868468432956
"UA",716,0.0139664804469274,0.058659217877095,0.0262086466873987,0.0789649222837488,716,0.00977653631284916,0.0865921787709497,0.0207810862143132,0.110100475649298
"US",818,0.00611246943765281,0.0403422982885086,0.0149256979574093,0.0566636475382002,818,0.00244498777506112,0.0354523227383863,0.00972050580432263,0.0510018665099286
"WN",3245,0.00554699537750385,0.050231124807396,0.00890018470485708,0.058488649535099,3244,0.00277435265104809,0.062268803945746,0.00542549496392493,0.0713220724604138
