"DEST","n","pfail_raw","pdelay1hr_raw","pfail","pdelay1hr"
"ATL",8518,0.0281756280817093,0.0970885184315567,0.0319957476944003,0.103697749726874
"BHM",273,0.128205128205128,0.307692307692308,0.174454566150063,0.366069500959933
"BNA",3108,0.0588803088803089,0.141891891891892,0.0679248015550558,0.15487917602616
"BOS",7043,0.069146670452932,0.14297884424251,0.0754455273417767,0.151526291703816
"BUF",289,0.0657439446366782,0.179930795847751,0.101810926492168,0.229603073548047
"CHS",550,0.0672727272727273,0.147272727272727,0.0921341950603046,0.180145474871395
"CLE",3187,0.0778161280200816,0.15437715720113,0.0878592183270617,0.167617295964463
"CLT",3779,0.0267266472611802,0.0762106377348505,0.0325190461639321,0.0853098851237547
"CMH",2104,0.0788973384030418,0.164923954372624,0.0914936123308335,0.181750624897313
"CVG",152,0.0855263157894737,0.171052631578947,0.143359963756001,0.240937916873362
"DAL",1820,0.0516483516483516,0.128021978021978,0.0630884133452503,0.144526479479284
"DAY",673,0.0950965824665676,0.191679049034175,0.120289169432507,0.223866135434604
"DCA",4745,0.076290832455216,0.125184404636459,0.0843685140525368,0.135114696781744
"DEN",3584,0.0248325892857143,0.100446428571429,0.0306118420045289,0.110948152270808
"DFW",4861,0.0380580127545773,0.0956593293560996,0.0439504232025496,0.10443856964877
"DTW",4865,0.0386433710174717,0.107502569373073,0.0445727785319288,0.116714874834626
"FLL",4933,0.0261504155686195,0.114534765862558,0.0311090348738554,0.123922510255654
"GRR",129,0.0775193798449612,0.209302325581395,0.139911770684566,0.289654210698888
"GSO",1625,0.0923076923076923,0.195692307692308,0.107721978319031,0.216127151796156
"GSP",18,0,0,0.213490884084226,0.213490884084226
"HOU",1108,0.0388086642599278,0.11913357400722,0.0522860965597798,0.140028758918709
"IAD",820,0.0914634146341463,0.207317073170732,0.113725522860465,0.23705355736427
"IAH",2718,0.0327446651949963,0.094186902133922,0.0403222479095197,0.106011909870392
"IND",30,0.1,0.2,0.268536260771917,0.380787515859022
"JAX",42,0.0714285714285714,0.19047619047619,0.200480328062837,0.339022366292215
"LIT",253,0.0553359683794466,0.304347826086957,0.0924006665066559,0.364957379559623
"MCI",652,0.0797546012269939,0.193251533742331,0.103779032233241,0.226067357058037
"MCO",4122,0.0235322658903445,0.107472100921883,0.028758982089906,0.117510905831505
"MDW",2517,0.0476758045292014,0.12673818037346,0.0569415193067651,0.140608483119674
"MEM",1,0,0,0.838178046004133,0.838178046004133
"MIA",6563,0.0223982934633552,0.0856315709279293,0.0263643315278423,0.0927991405958058
"MKE",1313,0.0571210967250571,0.145468392993145,0.0713964794425871,0.166035236966092
"MSN",161,0.111801242236025,0.248447204968944,0.172028425654424,0.322369123626782
"MSP",2349,0.0153256704980843,0.0715197956577267,0.0213467360797138,0.0829227157167674
"MSY",745,0.0187919463087248,0.0912751677852349,0.0319280259943386,0.114729104019652
"OMA",181,0.0994475138121547,0.204419889502762,0.15376742113804,0.270787313030516
"ORD",10240,0.04541015625,0.13134765625,0.0497094608225659,0.138169371418913
"ORF",1163,0.0945829750644884,0.166809974204643,0.11321741066515,0.189837760094176
"PBI",2978,0.0204835460040295,0.10913364674278,0.0263936701017289,0.121101864072597
"PHL",584,0.0308219178082192,0.0770547945205479,0.04896401782859,0.102299170058969
"PIT",264,0.0757575757575758,0.204545454545455,0.115625199935672,0.258624719353187
"RDU",3025,0.0826446280991736,0.160661157024793,0.0932319739204165,0.174468873115455
"RIC",1048,0.0858778625954199,0.187022900763359,0.104871980749705,0.212315751028319
"ROC",268,0.0708955223880597,0.175373134328358,0.109574425107362,0.226751479218008
"RSW",733,0.0150068212824011,0.0804911323328786,0.0273367991816599,0.103066622403615
"SAV",571,0.0525394045534151,0.147110332749562,0.0747728450767768,0.179311444117365
"SDF",727,0.0907840440165062,0.25171939477304,0.114509729743489,0.285239462039305
"STL",2443,0.0593532541956611,0.133851821530905,0.06968086553772,0.148242751322821
"TPA",2264,0.0203180212014134,0.0993816254416961,0.0272085510088004,0.112691935484637
"TYS",228,0.114035087719298,0.232456140350877,0.163464861958987,0.292911612535112
"XNA",581,0.0654044750430293,0.141135972461274,0.0892461642111986,0.17258685268533
