"DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ATL",2229,0.00986989681471512,0.0426200089726335,0.0151120300576243,0.0520667882000277,0.0101553684575992,0.0434135667396061
"BWI",365,0.0219178082191781,0.0465753424657534,0.0440061466716371,0.0744997016600395,0.0213539300318037,0.0503562945368171
"DAL",1081,0.0120259019426457,0.0545790934320074,0.0209145039586506,0.0702074158670392,0.0124545926310327,0.055584872471416
"DEN",2146,0.0177073625349487,0.0680335507921715,0.0244329730510622,0.079757525160931,0.0177381595533946,0.0682107175295186
"DFW",2940,0.0343537414965986,0.102040816326531,0.041759357536113,0.113765418908383,0.0339612629344654,0.101535380507343
"DTW",409,0.019559902200489,0.0562347188264059,0.0393402364814723,0.0840014823213673,0.0194134655101198,0.058494623655914
"EWR",169,0.0355029585798817,0.0473372781065089,0.0781763690924517,0.0932892716940682,0.0303030303030303,0.0542222222222222
"HOU",1333,0.00900225056264066,0.0570142535633908,0.016038916985766,0.0711597145566573,0.00951569379349524,0.057739380849532
"IAD",134,0.00746268656716418,0.0671641791044776,0.0465669669878331,0.125821678812165,0.011472275334608,0.0694736842105263
"IAH",1480,0.0162162162162162,0.1,0.0243317441670074,0.116727747189013,0.016332304526749,0.0990885416666667
"LAS",729,0.00685871056241427,0.0452674897119342,0.0167342095860433,0.0635009791310785,0.00795821934842079,0.0473885350318471
"LAX",417,0.00239808153477218,0.0935251798561151,0.0153247913158782,0.126286690008118,0.00487606663957741,0.0913319238900634
"MDW",507,0.0236686390532544,0.0788954635108481,0.0418397097746925,0.106491973211972,0.0230161456544143,0.0785079928952043
"MSP",556,0.012589928057554,0.0503597122302158,0.0266992686137427,0.072601767246488,0.0133079847908745,0.0526143790849673
"ORD",2097,0.0467334287076776,0.144969003338102,0.0568863558801311,0.16103653411978,0.045760058926434,0.143149094287041
"PHX",719,0.00556328233657858,0.0375521557719054,0.0150464860584607,0.0547055554536464,0.00679929488793755,0.040258064516129
"SFO",364,0.0137362637362637,0.0412087912087912,0.0332634081562229,0.0680801349369547,0.0145719489981785,0.0457142857142857
"SLC",698,0.00859598853868195,0.0372492836676218,0.0194081611159967,0.0546578355472163,0.00957061562338334,0.040053050397878
"STL",511,0.00978473581213307,0.0410958904109589,0.0237969279929561,0.062864143651497,0.0109177755032412,0.0444444444444444
