"CARRIER","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail_ac.x","pdelay1hr_ac.x","pfail_bayes.x","pdelay1hr_bayes.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail_ac.y","pdelay1hr_ac.y","pfail_bayes.y","pdelay1hr_bayes.y"
"B6",1094,0.0191956124314442,0.119744058500914,0.0295907761833985,0.140822511134232,0.0191583989052343,0.117565217391304,1094,0.0164533820840951,0.0585009140767824,0.0262863732929636,0.0744555365539754,0.0165925419089976,0.059304347826087
"DL",3264,0.00582107843137255,0.0386029411764706,0.00922143712809154,0.0459546692109275,0.00610924772400575,0.0392168674698795,3264,0.00612745098039216,0.0416666666666667,0.00959277924491258,0.0492635456145561,0.00640872065165309,0.0422289156626506
"EV",3683,0.0407276676622319,0.133586749932121,0.0477743529511118,0.145204020163466,0.0402852429354478,0.132709280556298,3683,0.0331251696986153,0.11186532717893,0.0395696631446705,0.122685456834833,0.0328348677558406,0.111313185343675
"MQ",958,0.0459290187891441,0.115866388308977,0.0615762749618434,0.138225200012183,0.0439411536972513,0.113609467455621,958,0.034446764091858,0.102296450939457,0.0484562613000687,0.123629919357397,0.0332946186604723,0.100788954635108
