"DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ATL",1723,0.00580383052814858,0.0336622170632618,0.0109462021313995,0.0435555538865296,0.00633967300633967,0.0349634626194491
"BOS",1429,0.0181945416375087,0.0741777466759972,0.0268521299761943,0.0893133554729336,0.0182156628107964,0.0742087542087542
"BWI",1997,0.0255383074611918,0.071607411116675,0.0336662165156172,0.0840550735502719,0.025287134446482,0.071699951290794
"CLT",1348,0.0200296735905045,0.0437685459940653,0.0293300246109391,0.0564083186280964,0.0199550309162451,0.045014245014245
"DTW",934,0.00428265524625268,0.0460385438972163,0.0116026502891055,0.0619303096467723,0.00535077288941736,0.0476767676767677
"EWR",498,0.0321285140562249,0.106425702811245,0.0524537173722928,0.137442828731702,0.0303558967201675,0.103249097472924
"FLL",624,0.016025641025641,0.0480769230769231,0.0300345397124119,0.0685058798812229,0.016304347826087,0.0502941176470588
"IAD",166,0.0301204819277108,0.120481927710843,0.0716553808891713,0.180898909843192,0.0265339966832504,0.109009009009009
"JFK",2633,0.0296240030383593,0.0976072920622864,0.0370174846832054,0.109808663651819,0.0293183664426556,0.0971364819635552
"LAS",608,0.00657894736842105,0.0460526315789474,0.0177694538081894,0.0664748139863928,0.007903981264637,0.0484939759036145
"LGA",256,0.08984375,0.19140625,0.132719547616297,0.24540633766332,0.0736714975845411,0.170512820512821
"MCO",1631,0.0110361741263029,0.0619251992642551,0.017669356916375,0.075014088382717,0.0113702965654671,0.0623592175459395
"MDW",1119,0.0259159964253798,0.064343163538874,0.0373826866159362,0.0807018182374778,0.0254563724669235,0.0648510638297872
"MSP",159,0,0.0188679245283019,0.0295154678163414,0.0576871820993289,0.00597779675491033,0.0334883720930233
"ORD",1965,0.055470737913486,0.136895674300254,0.0667693029699392,0.153161294503469,0.054112341927262,0.135180603661554
"PHX",364,0.0164835164835165,0.0384615384615385,0.0369430131778312,0.0647395498661663,0.0168488160291439,0.0433333333333333
"RSW",77,0,0.038961038961039,0.0591764199999356,0.115208748119665,0.00919842312746386,0.0541353383458647
"TPA",587,0.020442930153322,0.0459965928449744,0.0361999131817753,0.0668405402472817,0.0202355783751133,0.0485225505443235
