"CARRIER","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail_ac.x","pdelay1hr_ac.x","pfail_bayes.x","pdelay1hr_bayes.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail_ac.y","pdelay1hr_ac.y","pfail_bayes.y","pdelay1hr_bayes.y"
"AA",1307,0.0244835501147666,0.0612088752869166,0.0347137209423164,0.0759231365758789,0.0241643756330488,0.0617754952311079,1306,0.0191424196018377,0.0727411944869832,0.0284615656343713,0.0885148282830784,0.0191138140747176,0.0728340675477239
"B6",3481,0.0186727951738006,0.0761275495547257,0.0238773533356928,0.0856250910261232,0.0186716157696418,0.0761096974837433,3482,0.0157955198161976,0.0841470419299253,0.0206470774049294,0.0940520756193339,0.0158551669852693,0.0840022611644997
"DL",4258,0.00915922968529826,0.0394551432597464,0.012610160071268,0.0458825550771885,0.0093233637958091,0.0399165507649513,4259,0.00704390702042733,0.0410894576191594,0.0101504024427993,0.0476307823023,0.00724470490517281,0.0415295480880649
"EV",1712,0.0367990654205607,0.10981308411215,0.0470956753525005,0.125872453913609,0.0360340196956132,0.108710407239819,1710,0.0374269005847953,0.121052631578947,0.0478017376373989,0.137744197290283,0.0366345507506162,0.119592298980747
"FL",372,0.00537634408602151,0.0537634408602151,0.0212198577514765,0.0827187658902802,0.00760286225402505,0.0565420560747664,371,0.00539083557951483,0.0404312668463612,0.0212762919262198,0.0668190115951516,0.00761990138951143,0.0449648711943794
"MQ",232,0.0948275862068965,0.193965517241379,0.141044082209792,0.251145176668569,0.076171875,0.170833333333333,232,0.0818965517241379,0.137931034482759,0.126050343641422,0.189784734573912,0.06640625,0.125694444444444
"OO",325,0.0215384615384615,0.0769230769230769,0.04534153213574,0.112330533001734,0.0209895052473763,0.0766404199475066,326,0.0214723926380368,0.0828220858895705,0.0452048976596569,0.11904911302846,0.0209371884346959,0.0816753926701571
"UA",817,0.0330477356181151,0.105263157894737,0.0482075524164812,0.128779139265717,0.0318314279309572,0.103321878579611,816,0.0281862745098039,0.158088235294118,0.0424955866296457,0.185345166001884,0.0273788150807899,0.152752293577982
"US",1866,0.015005359056806,0.0418006430868167,0.0218535967625825,0.0521399565694971,0.0151452709664125,0.0427679500520291,1865,0.0134048257372654,0.050402144772118,0.0199662744602971,0.061576253616754,0.0136068446551902,0.0511192087454451
"WN",6674,0.0235241234641894,0.0611327539706323,0.0275407315205233,0.0672707481678725,0.0234694482309014,0.0612481426448737,6674,0.0221756068324843,0.0933473179502547,0.026088385009531,0.100719191377318,0.0221359568541457,0.0931946508172363
