"CARRIER","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail.x","pdelay1hr.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail.y","pdelay1hr.y"
"EV",2420,0.031404958677686,0.0983471074380165,0.0393469503645655,0.111142756071888,2417,0.025237898220935,0.0790235829540753,0.0324934327773242,0.0907287881807459
"MQ",2143,0.0634624358376108,0.16472235184321,0.0748612351439832,0.181381853435317,2142,0.0569561157796452,0.15499533146592,0.0678555693827775,0.171289240537249
"OO",1495,0.0367892976588629,0.0963210702341137,0.047905137751239,0.112714530536297,1494,0.034805890227577,0.0977242302543507,0.0456806469148683,0.114217533101923
"WN",3552,0.0213963963963964,0.0709459459459459,0.0268472230221285,0.0800661648975973,3552,0.0177364864864865,0.0768581081081081,0.0227717846177407,0.0862930273919593
