"DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ATL",3372,0.00771055753262159,0.0480427046263345,0.0114155885655169,0.0559782725138041,0.00794847992573683,0.0484830805134189
"AUS",687,0.0174672489082969,0.0596797671033479,0.0309799117773914,0.0806081948688769,0.0175806874836001,0.0608344549125168
"BOS",636,0.0110062893081761,0.0770440251572327,0.0233713486444854,0.101096814903762,0.0118110236220472,0.076878612716763
"BWI",2068,0.0319148936170213,0.0710831721470019,0.0406464943724199,0.0832620406597066,0.0314483016050765,0.0711864406779661
"CHS",375,0.016,0.0506666666666667,0.0358755484894248,0.0789119190676721,0.0164371390493114,0.0538283062645012
"CLE",877,0.0102622576966933,0.0581527936145952,0.0199678873478666,0.0761810028855459,0.0109220751942869,0.0591639871382637
"CLT",1373,0.0189366351056082,0.0407865986890022,0.0279410711019381,0.0529464885352482,0.0189200386686922,0.0421273617914626
"CMH",698,0.0100286532951289,0.0630372492836676,0.0213125561122058,0.0842061318010744,0.0108639420589757,0.0639257294429708
"CVG",382,0.0261780104712042,0.0706806282722513,0.0487555976603404,0.101963331647931,0.0249343832020997,0.0712328767123288
"DAL",576,0.0208333333333333,0.0694444444444444,0.0368835296851752,0.0939368418029911,0.0205773955773956,0.0699367088607595
"DCA",961,0.0343392299687825,0.0665972944849116,0.0483063264372141,0.0846451846077775,0.0331982242810268,0.0670599803343166
"DEN",2343,0.0157917200170721,0.0610328638497653,0.0218942430386608,0.0717202334057915,0.0158795798527831,0.0613588995414756
"DFW",3031,0.0320026393929396,0.100296931705708,0.0390683685697954,0.111754585786967,0.0316785783272165,0.0998380304502753
"DTW",2227,0.00808262236192187,0.0498428378985182,0.0129556659752474,0.0599349526868012,0.00842672226565893,0.0504599211563732
"EWR",2147,0.0498369818351188,0.12342803912436,0.0601323487265584,0.138347194736796,0.048780487804878,0.122197004085338
"FLL",832,0.0108173076923077,0.0492788461538462,0.0210400302351731,0.0667142825114896,0.0114638447971781,0.0509009009009009
