"CARRIER","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail.x","pdelay1hr.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail.y","pdelay1hr.y"
"AA",3298,0.0194057004244997,0.0703456640388114,0.024859138347273,0.0797971398660855,3299,0.0163685965444074,0.0748711730827523,0.0214469309507085,0.0845735967637019
"AS",365,0.010958904109589,0.0356164383561644,0.0294281494506592,0.0612110975375311,365,0,0.0164383561643836,0.0130643674688631,0.036843353173782
"B6",17282,0.0181113297072098,0.0969795162596922,0.0202575244928037,0.101576355213867,17281,0.0183438458422545,0.0844858515132226,0.0205027471703189,0.088814966113901
"DL",10952,0.00976990504017531,0.0514061358655953,0.0118452431502699,0.0557956763073997,10954,0.00748584991783823,0.0456454263282819,0.00933198676211276,0.049805827919893
"EV",32,0,0.0625,0.131909363437364,0.215867671286896,32,0.03125,0.0625,0.175461799732094,0.215867671286896
"F9",731,0.0150478796169631,0.120383036935705,0.0274109474701522,0.146631418487846,729,0.00823045267489712,0.102880658436214,0.0185892223169488,0.127697911155509
"FL",642,0.00467289719626168,0.0249221183800623,0.0146359060499198,0.0408145978596597,641,0.0015600624024961,0.0390015600624025,0.0100093584116609,0.0576317306323519
"NK",4923,0.0164533820840951,0.104001625025391,0.0205128356780906,0.113032847180897,4905,0.0212028542303772,0.122120285423038,0.0257420520636063,0.13178473854926
"UA",5552,0.0136887608069164,0.0670028818443804,0.0171956615342665,0.074037739204184,5554,0.011343176089305,0.0729204177169608,0.0145789764799188,0.0802164598774041
"US",5838,0.0104487838300788,0.0407673860911271,0.0134865937482088,0.0462753775452628,5839,0.00839184791916424,0.0546326425757835,0.0111621405184888,0.0608993249630515
"VX",1364,0.0102639296187683,0.0483870967741935,0.0175095605074411,0.0614600136394621,1365,0.0043956043956044,0.0344322344322344,0.00996369730069156,0.045834309112755
"WN",17459,0.0100807606392119,0.0605418408843576,0.0117131643190807,0.0642547244668499,17457,0.00962364667468637,0.0647304806094976,0.0112221268795469,0.0685569350636637
