"CARRIER","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail_ac.x","pdelay1hr_ac.x","pfail_bayes.x","pdelay1hr_bayes.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail_ac.y","pdelay1hr_ac.y","pfail_bayes.y","pdelay1hr_bayes.y"
"AA",2025,0.0172839506172839,0.0824691358024691,0.0241764869315874,0.0955611939189946,0.017331682696886,0.0822681403171552,2025,0.0118518518518519,0.0735802469135802,0.0178080278608754,0.086074043129,0.0120940862774974,0.073618452666987
"B6",4096,0.02587890625,0.10400390625,0.0313436669017629,0.113940772983961,0.0257479861910242,0.103612716763006,4096,0.0244140625,0.081298828125,0.0297429686499167,0.0902630871364373,0.0243095512082854,0.0812138728323699
"DL",5743,0.00609437576179697,0.0397005049625631,0.0085481642836302,0.0451919884799177,0.00625623044927985,0.040041386445939,5745,0.00435161009573542,0.0353350739773716,0.00649989086045625,0.0405497403963988,0.00453592660046047,0.0357179796586795
"EV",50,0.04,0.1,0.145351885085139,0.221048806137955,0.0271565495207668,0.0867924528301887,50,0.04,0.1,0.145351885085139,0.221048806137955,0.0271565495207668,0.0867924528301887
"F9",946,0.0147991543340381,0.12262156448203,0.0251919426403231,0.145612176175274,0.0150802976889933,0.119960079840319,945,0.0105820105820106,0.101587301587302,0.0198991155896457,0.123023027548694,0.0111742795530288,0.1000999000999
"FL",734,0.00408719346049046,0.0435967302452316,0.0128143098860721,0.0615042028816835,0.00543746910528917,0.0458227848101266,734,0.00544959128065395,0.0381471389645777,0.0147412253288651,0.0551890105597103,0.00667325753830944,0.0407594936708861
"NK",1030,0.0116504854368932,0.125242718446602,0.0207277382806803,0.147380942513116,0.0121245023525154,0.122651933701657,1029,0.0165208940719145,0.13508260447036,0.026754358606393,0.157859099084912,0.016663647889875,0.131981566820276
"OO",43,0.0232558139534884,0.162790697674419,0.13514302822097,0.306277301633945,0.0203045685279188,0.113131313131313,43,0.0232558139534884,0.116279069767442,0.13514302822097,0.252799495878316,0.0203045685279188,0.0929292929292929
"UA",2561,0.0160093713393206,0.049199531433034,0.0218341062993936,0.0585012122110358,0.0160837569228435,0.0497516239969431,2562,0.0105386416861827,0.0628415300546448,0.0154751736170001,0.0731527583457836,0.0107689974215077,0.0631016042780749
"US",3080,0.0126623376623377,0.0448051948051948,0.0174192081104641,0.0528926566280522,0.0128042596348884,0.045344387755102,3080,0.00974025974025974,0.0542207792207792,0.014025570415372,0.0629953232970755,0.00995182555780933,0.0545918367346939
"WN",6863,0.0109281655252805,0.0652775754043421,0.0137543697825731,0.0715032381782143,0.0110115015421867,0.0653562653562653,6864,0.0113636363636364,0.0617715617715618,0.0142376315911891,0.0678478194158566,0.0114422411805395,0.061878612716763
