"DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ABQ",282,0.00354609929078014,0.0283687943262411,0.0225380606789377,0.0566888195182313,0.00671892497200448,0.036094674556213
"ALB",142,0.00704225352112676,0.0915492957746479,0.0440296356263637,0.152995039853492,0.0110497237569061,0.0868686868686869
"ANC",673,0.00297176820208024,0.0237741456166419,0.0117993584262007,0.0389537940708605,0.0045442395081529,0.0277091906721536
"ATL",5228,0.00631216526396327,0.0336648814078041,0.00894352387897511,0.0390339255063127,0.0064866495700709,0.0341029523088569
"AUS",255,0.0117647058823529,0.0588235294117647,0.0364044719976773,0.0964130883081908,0.0133252574197456,0.0617363344051447
"BDL",831,0.0072202166064982,0.0433212996389892,0.0163229824270913,0.0599341620485007,0.00816596777753256,0.0453213077790304
"BHM",61,0.0491803278688525,0.0983606557377049,0.143025988372871,0.204574065672549,0.0323054331864905,0.0871794871794872
"BNA",1238,0.00646203554119548,0.0484652665589661,0.0131232227776456,0.0622785165197217,0.00715808711544319,0.049613601236476
"BOI",637,0,0.0408163265306122,0.00752575843158365,0.059827273492557,0.0019657399606852,0.0435786435786436
"BOS",1934,0.0124095139607032,0.0599793174767322,0.018642621330398,0.0717511696281021,0.0126418475014931,0.0604020100502513
"BUF",156,0,0.0384615384615385,0.030066836653194,0.0844601218802256,0.00605536332179931,0.0481132075471698
"BWI",1031,0.00872938894277401,0.0562560620756547,0.0170028079904885,0.0724987325904563,0.00940155487253661,0.0572217111315547
"CID",414,0.00966183574879227,0.0821256038647343,0.025989694400035,0.113568471057958,0.0110384300899428,0.0812765957446809
"CLE",824,0.0157766990291262,0.0970873786407767,0.0273858493638537,0.119795416945809,0.0160142348754448,0.0956818181818182
"CLT",2305,0.00737527114967462,0.0368763557483731,0.0119886772857333,0.0456041319690593,0.0077304428199311,0.0377806014400678
"CMH",529,0.0056710775047259,0.0434782608695652,0.0177319142244423,0.0652207541401023,0.00728235683548494,0.0464957264957265
"CVG",553,0.00361663652802893,0.0470162748643761,0.0143368248907774,0.0687855932550812,0.00541228907991086,0.0495894909688013
"DAY",451,0.0110864745011086,0.0421286031042129,0.0269244856846399,0.0658267021427693,0.0121626757886735,0.0457593688362919
"DCA",1835,0.00926430517711172,0.0397820163487738,0.0150476596604883,0.0500074171974782,0.00963249921474191,0.0408249603384453
"DEN",5677,0.0070459749867888,0.0546063061476132,0.00966616440383469,0.0609651938928004,0.00719724627099197,0.0548055119483691
"DFW",2710,0.0247232472324723,0.102214022140221,0.0314667290916296,0.114459442764282,0.024558380008617,0.101663051337672
"DSM",156,0.0128205128205128,0.0641025641025641,0.0496855220726644,0.116645828122394,0.0147058823529412,0.0669811320754717
"DTW",2788,0.00179340028694405,0.0322812051649928,0.00440002332684355,0.0397079588111521,0.00223526124615814,0.0331223628691983
"EWR",1796,0.0528953229398664,0.138641425389755,0.0645331232743004,0.155774355062559,0.0515177426250534,0.136717062634989
"FLL",590,0.00508474576271186,0.0389830508474576,0.0159146027904886,0.0585644785016051,0.00661455201443175,0.0421052631578947
"GEG",807,0.00371747211895911,0.0396530359355638,0.0116625508900499,0.0559985602052255,0.00498753117206983,0.041946697566628
"GRR",1181,0.00677392040643522,0.0448772226926334,0.0137534286031716,0.0586363677168783,0.00748288489094093,0.0462409054163298
"IAD",879,0.0159271899886234,0.0875995449374289,0.0270976086907177,0.10867786280167,0.0161391741773213,0.0868449197860963
"IAH",1981,0.0191822311963655,0.0959111559818274,0.0264589496625935,0.109994190092282,0.0191615601595176,0.0953362788414335
"ICT",568,0.00704225352112676,0.0440140845070423,0.0190091220319209,0.0649371802941137,0.0083955223880597,0.0467948717948718
"IND",921,0.00325732899022801,0.0412595005428882,0.0102270624034446,0.0566190204877755,0.00441678377835776,0.0431934493346981
"JAX",174,0.00574712643678161,0.0344827586206897,0.0361504814639979,0.0760015313656053,0.00963081861958266,0.0443478260869565
"JFK",695,0.00719424460431655,0.0618705035971223,0.0175464100015657,0.0829432983850563,0.00830952999220982,0.062849533954727
"LAS",2496,0.00360576923076923,0.0456730769230769,0.00704745613750257,0.0548139921559269,0.00404480398257623,0.0463166144200627
"LAX",3192,0.0031328320802005,0.0363408521303258,0.00591839310355428,0.0435922161144086,0.00348922624877571,0.0370073891625616
"LGA",2348,0.0178875638841567,0.0766609880749574,0.0242949923067168,0.0883998863477467,0.0179102013865962,0.0766222961730449
"MCI",2078,0.00384985563041386,0.0356111645813282,0.00783350066514978,0.0447235391394538,0.00436559539290358,0.0366447985004686
"MCO",1620,0.00493827160493827,0.0382716049382716,0.0100400573269739,0.0490650001181077,0.00554506842850401,0.0394988066825776
"MDW",3301,0.0254468342926386,0.0811875189336565,0.0315595570155275,0.0912231106660559,0.0252947100290267,0.0810843014596366
"MEM",365,0,0.0602739726027397,0.0130643674688631,0.0907153644234204,0.00318037255792821,0.0622327790973872
"MIA",914,0.00437636761487965,0.0317286652078775,0.0118550582822926,0.0456926970146341,0.0054589567327133,0.0342268041237113
"MKE",2493,0.00802246289610911,0.0437224227837946,0.0125508269293841,0.052702298191636,0.00833268437037614,0.044409572381326
"MSN",1239,0.00968523002421308,0.0540758676351897,0.0172494391599243,0.0685000456468533,0.0101963171511186,0.054980694980695
"MSY",259,0,0.0193050193050193,0.0183180689167424,0.0464661919210513,0.00418910831837223,0.0292063492063492
"OKC",556,0.00719424460431655,0.052158273381295,0.0194154719207415,0.0746837953630619,0.00855513307984791,0.0542483660130719
"OMA",1432,0.00698324022346369,0.0474860335195531,0.013160999008173,0.060111603558644,0.00756369426751592,0.0485215053763441
"ORD",5965,0.0258172673931266,0.12254819782062,0.0302649362432325,0.131297431293417,0.0257276249130824,0.122105962464707
"ORF",108,0.037037037037037,0.12037037037037,0.0961245594837048,0.198291301655575,0.0294759825327511,0.104878048780488
"PDX",1377,0.00217864923747277,0.0305010893246187,0.00685302880869492,0.0413131402183953,0.00302988569067622,0.0322400558269365
"PHL",2463,0.0121802679658952,0.0617133576938693,0.0175273987420051,0.0721654656542598,0.012370971554645,0.0620087336244541
"PHX",4331,0.00484876471946433,0.0429462018009698,0.00751238389726842,0.0495551087760161,0.0050837456311561,0.0433553681331206
"PIT",557,0.0125673249551167,0.0628366247755835,0.0266518307764495,0.0869117687181907,0.0132869345143942,0.0639477977161501
"PSP",152,0,0.0197368421052632,0.0308348570135704,0.0602556631303832,0.00616197183098592,0.0346153846153846
"PVD",3,0,0,0.627208174095541,0.627208174095541,0.0179028132992327,0.0711864406779661
"RDU",450,0.0111111111111111,0.0755555555555556,0.0269835917002581,0.104657277372557,0.0121858339680122,0.0754940711462451
"RIC",354,0.019774011299435,0.104519774011299,0.0416874328215233,0.141871684481713,0.0195712954333644,0.100487804878049
"RNO",30,0,0,0.139528745949416,0.139528745949416,0.0133079847908745,0.0488372093023256
"ROC",111,0,0.108108108108108,0.0417715150548425,0.182722011726464,0.0075187969924812,0.0970059880239521
"RSW",903,0.00221483942414175,0.0398671096345515,0.00881055123170417,0.0552015415489753,0.00347577182580249,0.0419186652763295
"SAN",1143,0.000874890638670166,0.0306211723534558,0.00563170744349665,0.042691977734023,0.00197011984895748,0.0326939115929942
"SAT",165,0.0181818181818182,0.115151515151515,0.0556537479531659,0.175010868874889,0.0183180682764363,0.104977375565611
"SDF",81,0.0246913580246914,0.0740740740740741,0.0929970381263037,0.157459674950704,0.0217669654289373,0.0744525547445255
"SEA",2709,0.0014765596160945,0.0317460317460317,0.00401531856229566,0.0392388036061464,0.00193951583937935,0.032622061482821
"SFO",2447,0.0044953003677973,0.0731507968941561,0.00823825109533616,0.0844123543256838,0.00491634287526762,0.0731921693967239
"SJC",509,0.00196463654223969,0.0275049115913556,0.0125808144467424,0.046538509617389,0.00410818212940774,0.032212389380531
"SJU",44,0.0227272727272727,0.0227272727272727,0.132377124296868,0.132377124296868,0.0201342281879195,0.052
"SLC",2045,0,0.019559902200489,0.00235580595111,0.0267583956276371,0.000660315064616545,0.0210376011423132
"SMF",594,0,0.0303030303030303,0.00806637684311382,0.0481495488326117,0.00209205020920502,0.0341538461538462
"SNA",1008,0.000992063492063492,0.0128968253968254,0.0063823747690508,0.0224193147254213,0.00221565731166913,0.0161654135338346
