"DEST","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail_ac.x","pdelay1hr_ac.x","pfail_bayes.x","pdelay1hr_bayes.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail_ac.y","pdelay1hr_ac.y","pfail_bayes.y","pdelay1hr_bayes.y"
"DEN",1477,0.011509817197021,0.04062288422478,0.0186777152726692,0.0522720170877393,0.0118541425074088,0.0418786692759295,1481,0.00607697501688049,0.062120189061445,0.0118576675588189,0.0759373564708499,0.00668294563680761,0.0625894599869876
"DFW",790,0.0177215189873418,0.0746835443037975,0.0301246665669773,0.0957285615527341,0.0177993527508091,0.0747044917257683,790,0.0151898734177215,0.0962025316455696,0.0269736115323753,0.119362084061114,0.0154877484974572,0.0947990543735225
"IAH",81,0.0246913580246914,0.0740740740740741,0.0929970381263037,0.157459674950704,0.0217669654289373,0.0744525547445255,81,0.0246913580246914,0.0987654320987654,0.0929970381263037,0.187539826563059,0.0217669654289373,0.0890510948905109
"JFK",25,0,0.08,0.163074239892554,0.265996784949691,0.0139720558882236,0.0765432098765432,25,0,0.08,0.163074239892554,0.265996784949691,0.0139720558882236,0.0765432098765432
"LAS",3497,0.00886474120674864,0.053760366028024,0.0126920449993119,0.0619279062558608,0.00907004087117183,0.0540951308753166,3501,0.00799771493858898,0.0556983718937446,0.0116711753859653,0.0639860340290603,0.00822101672165986,0.0560022490863087
"LAX",2257,0.0101905183872397,0.0726628267611874,0.0154553565033882,0.0843893106062629,0.0104622245090472,0.0727194120190229,2264,0.00839222614840989,0.0587455830388693,0.0132815791250453,0.0694601790061488,0.00872093023255814,0.0591379310344828
"MDW",247,0.0121457489878543,0.0566801619433198,0.0375592378574956,0.0945849465317301,0.0136561142147734,0.0600660066006601,247,0.00809716599190283,0.0769230769230769,0.03174501787222,0.118619024509064,0.010552451893234,0.0765676567656766
"MSP",30,0,0,0.139528745949416,0.139528745949416,0.0133079847908745,0.0488372093023256,30,0,0,0.139528745949416,0.139528745949416,0.0133079847908745,0.0488372093023256
"ORD",425,0.0164705882352941,0.0658823529411765,0.0348175509068015,0.0945559144187349,0.0167932826869252,0.0669438669438669,425,0.0141176470588235,0.124705882352941,0.0317106328030914,0.160487185445119,0.0147940823670532,0.118918918918919
"PHX",1925,0.00935064935064935,0.0394805194805195,0.0149807069442613,0.0494052465031349,0.0096990300969903,0.0404846037354871,1921,0.00520562207183758,0.0426861009890682,0.00982159743983481,0.0529485236971292,0.00571085061617072,0.043601416287304
"SAN",724,0.00138121546961326,0.0359116022099447,0.00886944598169035,0.0527163330127135,0.003003003003003,0.0387179487179487,718,0.00278551532033426,0.0543175487465181,0.0110649643742518,0.0740129114730307,0.00428643469490671,0.0558139534883721
"SFO",1917,0.0365153886280647,0.148148148148148,0.0461475758186339,0.165124337283996,0.0358397751229796,0.146071971616827,1912,0.0371338912133891,0.128661087866109,0.0468472432028009,0.144774038506968,0.0364331723027375,0.127134146341463
"SLC",1162,0.00258175559380379,0.0189328743545611,0.00811538338405318,0.0288993122203346,0.00355641771742645,0.0215106732348112,1162,0.00258175559380379,0.0206540447504303,0.00811538338405318,0.0309465675486096,0.00355641771742645,0.0231527093596059
