"DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"DAL",1651,0.0260448213204119,0.0732889158086008,0.0351859532054246,0.0872150513801784,0.0257212374000695,0.0733450497949619
"DEN",1129,0.0354295837023915,0.0938883968113375,0.0482956517771835,0.112770687464489,0.0343796711509716,0.0929957805907173
"DFW",2191,0.0643541761752624,0.16887266088544,0.075683072654927,0.185491674613648,0.0628364663313035,0.166533155318202
"HOU",1267,0.0220994475138122,0.0749802683504341,0.0321199037406218,0.0912125539536278,0.021904336164506,0.0749811035525321
"IAH",2738,0.0314097881665449,0.0945945945945946,0.0388249983697056,0.106394881716414,0.0310678231195791,0.094201861130995
"LAS",634,0.00788643533123028,0.056782334384858,0.0192200531958396,0.0783009910727334,0.00902425267907501,0.0582608695652174
