"DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ALB",317,0.00630914826498423,0.0378548895899054,0.0248442359971627,0.0664121745433469,0.00866904640489546,0.0434316353887399
"ATL",7572,0.00567881669307977,0.0379027997886952,0.00770545182995048,0.0425482047784448,0.00580604665760017,0.0381751442055585
"AUS",753,0.00265604249667995,0.0650730411686587,0.0105540528016887,0.0855922611393004,0.00410528857763825,0.0657601977750309
"BDL",1004,0.0139442231075697,0.106573705179283,0.0237462836946333,0.127697778175058,0.0142698295033358,0.104905660377358
"BNA",830,0.0156626506024096,0.0481927710843374,0.0271894396397394,0.0655046731042744,0.0159080866106938,0.0498871331828442
"BOS",2131,0.0192397935241671,0.11262318160488,0.0262211405553336,0.127070906691482,0.0192185658598495,0.111659807956104
"BUF",622,0.0160771704180064,0.0868167202572347,0.0301301556019688,0.112270790211718,0.0163511187607573,0.0858407079646018
"BWI",3894,0.0159219311761685,0.0790960451977401,0.0204895092283759,0.0881950730395916,0.015972992038698,0.0790379746835443
"CLE",753,0.0119521912350598,0.0849933598937583,0.0232296951126173,0.107693027185812,0.0125573532963052,0.0843016069221261
"CLT",2716,0.00736377025036819,0.0320324005891016,0.0115230945993844,0.039542907935327,0.00766695328174262,0.0329004329004329
"CMH",314,0.00318471337579618,0.089171974522293,0.0202758578375515,0.127122433416081,0.00616649537512847,0.087027027027027
"CVG",449,0,0.0534521158129176,0.0106449811245627,0.0792517787101303,0.00267073636016788,0.0558415841584158
"DAL",550,0.00363636363636364,0.0545454545454545,0.0144143202283322,0.0775850162248717,0.0054382597568778,0.0564356435643564
"DCA",2284,0.0126970227670753,0.053415061295972,0.0183827946191942,0.0636622169422261,0.0128857239742286,0.0539316239316239
"DEN",1209,0.0115798180314309,0.0496277915632754,0.0197420141035499,0.0637594999745367,0.0119919015729637,0.0507509881422925
"DFW",2560,0.0203125,0.064453125,0.026732195763851,0.0748790274270911,0.020264116575592,0.0646788990825688
"DTW",2126,0.000940733772342427,0.0338664158043274,0.00375410439740807,0.0426775345447027,0.00154461202980193,0.0349220898258478
"EWR",3727,0.0225382345049638,0.0877381271800376,0.0279636110358641,0.0974645848887763,0.0224606806585661,0.0875495638382236
"HOU",736,0.00679347826086957,0.0326086956521739,0.0165762375363454,0.0486720031936395,0.00788954635108481,0.0356060606060606
"HPN",729,0.0301783264746228,0.0809327846364883,0.045888432321268,0.103624033972806,0.0290972394926635,0.0805095541401274
"IAD",142,0.028169014084507,0.190140845070423,0.0739538321345255,0.264667943855435,0.0248618784530387,0.157575757575758
"IAH",1843,0.00759631036353771,0.0575149213239284,0.0129752430134443,0.069392412366973,0.00802835992075904,0.058030542390732
"IND",307,0.00977198697068404,0.0553745928338762,0.0303409666996671,0.0882549907541521,0.0115122972265829,0.0584022038567493
"JAX",803,0.0062266500622665,0.0535491905354919,0.015202606100117,0.0719169506158373,0.00728763379640173,0.0549476135040745
"JFK",4552,0.0259226713532513,0.121265377855888,0.0310839439985112,0.131281738280423,0.0258039419087137,0.120703125
"LAS",786,0.00127226463104326,0.0279898218829517,0.00817407335537761,0.0425923814671008,0.00278680910357641,0.0311163895486936
"LAX",1660,0.00602409638554217,0.0524096385542169,0.0113600820470808,0.0645170953589351,0.00656984785615491,0.0531468531468531
"LGA",4936,0.0297811993517018,0.114059967585089,0.0350287690105374,0.123428811848205,0.0296136653895275,0.113621794871795
