"CARRIER","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail_ac.x","pdelay1hr_ac.x","pfail_bayes.x","pdelay1hr_bayes.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail_ac.y","pdelay1hr_ac.y","pfail_bayes.y","pdelay1hr_bayes.y"
"AA",1428,0.0287114845938375,0.0973389355742297,0.0390478141990395,0.114210336121608,0.0282064928153273,0.0964959568733154,1428,0.0210084033613445,0.0973389355742297,0.0301582291506406,0.114210336121608,0.0208887706226716,0.0964959568733154
"B6",2710,0.0169741697416974,0.085239852398524,0.0227462517069688,0.0966060470964258,0.0170185264971995,0.0850325379609544,2710,0.0151291512915129,0.0785977859778598,0.0206376446823232,0.0895874046962368,0.0152233232801953,0.0785249457700651
"DL",4375,0.00434285714285714,0.0340571428571429,0.00688356901309988,0.0399974795606819,0.00458406363758932,0.0345745881290905,4376,0.00388482632541133,0.031764168190128,0.00632394266460991,0.0375258678179906,0.00413371675053918,0.0323104693140794
"EV",2999,0.027675891963988,0.100700233411137,0.0343577276808308,0.112240780816417,0.0274542970528918,0.100229132569558,3000,0.026,0.085,0.0325062384026876,0.0957590766708102,0.0258194588969823,0.0848167539267016
"FL",440,0.00454545454545455,0.0340909090909091,0.0179773450833934,0.0565018104573794,0.00659937888198758,0.0387096774193548,440,0,0.0159090909090909,0.0108604720796954,0.033646121312805,0.00271739130434783,0.0225806451612903
"MQ",1091,0.0274977085242896,0.0824931255728689,0.0394038066511855,0.1007851811683,0.0269250557365803,0.0821272885789015,1090,0.0293577981651376,0.073394495412844,0.0415715316202015,0.0908764272465846,0.0286646069344319,0.0734729493891798
"OO",88,0.0568181818181818,0.238636363636364,0.131371883144604,0.340289389814327,0.0392156862745098,0.175,88,0.0454545454545455,0.181818181818182,0.116701488965582,0.278370239012182,0.0330882352941177,0.140277777777778
"UA",29,0.0689655172413793,0.137931034482759,0.234840832310435,0.31609980834109,0.0326295585412668,0.0964705882352941,29,0,0.103448275862069,0.143678111132405,0.276346339525924,0.0134357005758157,0.0847058823529412
"US",2609,0.00613261786124952,0.0360291299348409,0.0101247626752723,0.044099723903605,0.00648237836226809,0.0368480300187617,2610,0.0053639846743295,0.0409961685823755,0.00917195060042855,0.0495182218565185,0.00573514077163712,0.0417104276069017
"WN",4585,0.011123227917121,0.0556161395856052,0.0147038341704058,0.0627918282951265,0.0112441526114759,0.0558500323206206,4586,0.00959441779328391,0.0721761883994767,0.0129622043021005,0.0802064826462496,0.00973998112074144,0.0722102542007755
