"DEST","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail.x","pdelay1hr.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail.y","pdelay1hr.y"
"ATL",8,0,0,0.381832408122634,0.381832408122634,8,0,0,0.381832408122634,0.381832408122634
"DEN",1312,0.0175304878048781,0.0678353658536585,0.0265232216987503,0.0831362687803398,1293,0.0139211136890951,0.0819798917246713,0.0222629473850234,0.0986125259327051
"DFW",1562,0.0275288092189501,0.087708066581306,0.0371789516734392,0.103134648903291,1561,0.0217809096732864,0.104420243433696,0.0305822222669369,0.120957484756608
"IAH",626,0.0335463258785942,0.0766773162939297,0.0514523004357026,0.100903714057105,627,0.025518341307815,0.0956937799043062,0.0417803162229108,0.121956167191584
"LAS",1647,0.00242865816636308,0.0510018214936248,0.00659604454438695,0.0630270851271379,1638,0.00427350427350427,0.0714285714285714,0.00912517298676687,0.0852691679962576
"MDW",356,0.0168539325842697,0.050561797752809,0.0377601310840022,0.0797007496488987,356,0.00561797752808989,0.050561797752809,0.0221603214001306,0.0797007496488987
"OAK",2326,0.00386930352536543,0.0541702493551161,0.0075611902022942,0.0643764431626622,2351,0.00595491280306253,0.0544449170565717,0.0101795233386557,0.0646136637038572
"PDX",904,0.0154867256637168,0.040929203539823,0.0263537468584883,0.0564083919478568,904,0.0110619469026549,0.0497787610619469,0.0207954514149216,0.0664666641699405
"PHX",3475,0.00489208633093525,0.0394244604316547,0.00796032189388296,0.0465949410509245,3480,0.0028735632183908,0.0554597701149425,0.00542946655423404,0.0637587962099016
"SEA",971,0.0082389289392379,0.0329557157569516,0.0167097826779053,0.0466223218071419,970,0.00927835051546392,0.0371134020618557,0.0180653865250794,0.0514229308025031
"SFO",2142,0.0434173669467787,0.149859943977591,0.0531487557064302,0.165950189753799,2142,0.042483660130719,0.124183006535948,0.0521270975642624,0.139156022548858
"SJC",1440,0.0111111111111111,0.0520833333333333,0.0183048680228103,0.0651493087349509,1419,0.00634249471458774,0.0627202255109232,0.0123735501355017,0.0769210596014944
"SLC",1040,0.00288461538461538,0.0221153846153846,0.00906265705377004,0.0334095236601455,1040,0.00192307692307692,0.0269230769230769,0.00765548832449772,0.039076544426232
"SMF",2237,0.00536432722396066,0.0518551631649531,0.0095760389239685,0.062090962138078,2256,0.00620567375886525,0.0514184397163121,0.0106069164231556,0.0615711442874794
