"DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ATL",708,0.00423728813559322,0.0367231638418079,0.0132814684904892,0.053894417618035,0.00561797752808989,0.0395287958115183
"AUS",947,0.00633579725448786,0.071805702217529,0.0143354476459896,0.0905421584468006,0.00723928781060458,0.0719840478564307
"DAL",1612,0.0167493796526055,0.0558312655086849,0.0245502799515844,0.0684587034314978,0.01683262209578,0.0564748201438849
"DEN",1065,0.015962441314554,0.0769953051643193,0.0258559187402468,0.0950377831251731,0.0161375197333801,0.0768956289027654
"DFW",1940,0.0231958762886598,0.0824742268041237,0.0311443139030616,0.0958704296367839,0.0230250099245732,0.0822645290581162
"HOU",1007,0.00794438927507448,0.0685203574975174,0.0161159237177834,0.0863004760147432,0.00868600997967104,0.0688617121354657
"IAH",1984,0.0151209677419355,0.0751008064516129,0.0217415910932271,0.0878393467820167,0.0152486402486402,0.0750980392156863
"LAS",821,0.0048721071863581,0.0560292326431181,0.0131892515229612,0.0744815403158879,0.00602544074983263,0.0572405929304447
"LAX",1277,0.0101801096319499,0.0485512920908379,0.0177209071471765,0.0621352000908285,0.0106493122319184,0.049662415603901
"ORD",588,0.0340136054421769,0.142857142857143,0.0527109380472373,0.174235162678181,0.0322677925211098,0.13695652173913
"PHX",2285,0.00962800875273523,0.0573304157549234,0.0147428825570569,0.0678833596658264,0.00991441403270909,0.0577530969671081
"SAT",873,0.00343642611683849,0.0469644902634593,0.0107860539799804,0.0636138197785183,0.00464037122969838,0.0486544671689989
