"DEST","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail_ac.x","pdelay1hr_ac.x","pfail_bayes.x","pdelay1hr_bayes.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail_ac.y","pdelay1hr_ac.y","pfail_bayes.y","pdelay1hr_bayes.y"
"ATL",3312,0.00543478260869565,0.0323067632850242,0.00872052413753217,0.0390634990764182,0.00572744449692962,0.0330166270783848,3309,0.00332426715019643,0.037775763070414,0.00609626945132252,0.0450053225410663,0.00366408604692394,0.0383952451708767
"BNA",625,0.0144,0.0336,0.0279411643374094,0.0515336497450565,0.0148528991716652,0.0370044052863436,630,0.0111111111111111,0.0428571428571429,0.0235918943705387,0.0623361544369789,0.0119115144639819,0.0454810495626822
"BWI",848,0.0106132075471698,0.0566037735849057,0.0206458805130849,0.0747897807765076,0.011265164644714,0.0577433628318584,851,0.00587544065804935,0.0716803760282021,0.014350639745298,0.0915537635329519,0.00690995465342259,0.0718853362734289
"CLT",358,0.0111731843575419,0.0363128491620112,0.0299950568238559,0.0623861495466172,0.0124653739612188,0.0415458937198068,358,0,0.058659217877095,0.013316582785452,0.0891766723883403,0.00323176361957525,0.0608695652173913
"DAL",3660,0.016120218579235,0.0573770491803279,0.0208760712020867,0.0655746259214309,0.0161704861854787,0.0576426264800861,3632,0.0126651982378855,0.068557268722467,0.0169869750192099,0.0774402454471148,0.0127859300820026,0.0686550976138829
"DEN",1949,0.00974858902001026,0.0631092868137506,0.0154202474171891,0.0750810344676323,0.0100780555281099,0.0634413965087282,1861,0.00591080064481462,0.0650188070929608,0.0108235528536124,0.0774461973129116,0.00640429707674827,0.0653103808033385
"DFW",5242,0.0278519648988936,0.0835558946966807,0.0327840985967272,0.0915277328007402,0.0277213571052434,0.0834654586636467,5242,0.0247996947729874,0.0995803128576879,0.029486717332356,0.108165357647197,0.0247122545700745,0.0993204983012458
"DTW",541,0.0147874306839187,0.066543438077634,0.0298463545765518,0.0915435786220024,0.0152547874066861,0.0673366834170854,587,0.00851788756388416,0.0868824531516184,0.0207446228775168,0.113184463106744,0.00966475385080036,0.0858475894245723
"ELP",884,0.00226244343891403,0.0554298642533937,0.00899885227792378,0.0730480212215624,0.00354462051709758,0.0565957446808511,873,0.00343642611683849,0.0469644902634593,0.0107860539799804,0.0636138197785183,0.00464037122969838,0.0486544671689989
"EWR",223,0.0179372197309417,0.134529147982063,0.0477259986290175,0.187162943319522,0.0181086519114688,0.12258064516129,222,0.0315315315315315,0.184684684684685,0.0658376870805903,0.242484313440572,0.0282637954239569,0.162589928057554
"HOU",1417,0.00917431192660551,0.0585744530698659,0.0159781669418897,0.0723990850116012,0.00965018094089264,0.0591989137813985,1427,0.00630693763139453,0.0595655220742817,0.0123044763994395,0.0734303237617631,0.00692317933697244,0.0601483479433581
"IAH",2908,0.0123796423658872,0.0591471801925722,0.0172555362747844,0.068537595945248,0.0125368731563422,0.05944669365722,3009,0.00897308075772682,0.0790960451977401,0.0131823339868511,0.0895201644487828,0.00920822255366059,0.079021207177814
"JFK",303,0.0099009900990099,0.0198019801980198,0.0307347505142649,0.0442432012562532,0.0116340560549974,0.0284122562674095,304,0.00986842105263158,0.0625,0.03063534942038,0.096906453034479,0.0116033755274262,0.0644444444444444
"LAS",1396,0.00429799426934097,0.0308022922636103,0.00974333475240917,0.0415707328129191,0.00502990755845568,0.0325068870523416,1406,0.00568990042674253,0.0625889046941678,0.0115617644769424,0.0768497441464898,0.00634620577909803,0.0630642954856361
"LAX",1714,0.00700116686114352,0.058343057176196,0.012487055644024,0.0707742805546036,0.00748938072881735,0.0588700564971751,1699,0.00353148911124191,0.0594467333725721,0.00801148080489776,0.0720342865351938,0.00417089392402209,0.0599430199430199
"MCO",529,0.00378071833648393,0.0415879017013233,0.0149811676412434,0.0629921693827506,0.00562727573651109,0.0447863247863248,530,0,0.1,0.00903207017975647,0.12930300552813,0.0023132848645076,0.0976109215017065
"MDW",750,0.0186666666666667,0.0693333333333333,0.0317170613080274,0.0903990442314025,0.0186621425109065,0.069727047146402,758,0.0184696569920844,0.0712401055408971,0.0313852557985577,0.0923965632990272,0.0184829572731637,0.0714987714987715
"MIA",103,0,0.0388349514563107,0.0448772760318676,0.100557415259892,0.00785634118967452,0.0515723270440252,103,0,0.0388349514563107,0.0448772760318676,0.100557415259892,0.00785634118967452,0.0515723270440252
"MSP",212,0.0188679245283019,0.0707547169811321,0.0501410134972059,0.115347492204425,0.0188022284122563,0.0716417910447761,165,0.0181818181818182,0.115151515151515,0.0556537479531659,0.175010868874889,0.0183180682764363,0.104977375565611
"MSY",93,0.043010752688172,0.0752688172043011,0.110773672683548,0.151699740057142,0.0321046373365042,0.0751677852348993,93,0.010752688172043,0.032258064516129,0.066083632080853,0.096446905491455,0.014268727705113,0.0483221476510067
"ORD",1100,0.0227272727272727,0.121818181818182,0.0337540202891835,0.142971012569311,0.0224642614023145,0.119550173010381,1088,0.015625,0.122242647058824,0.0253128419779636,0.143547729385359,0.015818431911967,0.11993006993007
"PHL",330,0.0242424242424242,0.0454545454545455,0.0485902900055504,0.0749509342042508,0.0231984205330701,0.049740932642487,330,0.0121212121212121,0.136363636363636,0.0324993331234043,0.178772550514073,0.0133267522211254,0.127461139896373
"PHX",1456,0.00755494505494505,0.0343406593406593,0.013821182563297,0.0453171525898586,0.00809822361546499,0.0358465608465609,1468,0.00544959128065395,0.0667574931880109,0.0110754319602532,0.0810521093429742,0.0060912389839295,0.0670603674540682
"SAN",687,0.00145560407569141,0.0465793304221252,0.00934381140096321,0.0656604609213804,0.00314877984780897,0.048721399730821,683,0,0.0439238653001464,0.00702228101006419,0.0626594964759202,0.00184647850171459,0.0462787550744249
"SEA",364,0.00824175824175824,0.021978021978022,0.0256566594890757,0.0441250870099364,0.0100182149362477,0.029047619047619,364,0,0.0137362637362637,0.0130998117123387,0.0332634081562229,0.00318761384335155,0.0219047619047619
"SFO",566,0.0212014134275618,0.106007067137809,0.0375277948736709,0.134854201427655,0.020898315658141,0.103215434083601,569,0.0193321616871705,0.126537785588752,0.0351288514919448,0.157164597742943,0.0192486805339957,0.12192
"SLC",788,0.0050761421319797,0.0241116751269036,0.0137378629621072,0.0379328628708666,0.00625579240037071,0.0274881516587678,788,0.00126903553299492,0.032994923857868,0.0081534527676163,0.04847758662113,0.00278035217794254,0.035781990521327
"STL",668,0.00598802395209581,0.0404191616766467,0.0161861011969012,0.0588323977106649,0.00726587728740581,0.0430939226519337,676,0.0014792899408284,0.0488165680473373,0.00949478201155603,0.0684171073611321,0.00319488817891374,0.0508196721311475
"TPA",345,0.00579710144927536,0.0782608695652174,0.022856765913691,0.112645124577317,0.00809138505473584,0.0778054862842893,344,0,0.0406976744186047,0.0138514015782721,0.0684308276735811,0.00333969465648855,0.0455
"IAD",0,0,0,0,0,0,0,3,0,0,0.627208174095541,0.627208174095541,0.0179028132992327,0.0711864406779661
