"ORIGIN","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ABQ",678,0.0457227138643068,0.148967551622419,0.0648206982931968,0.178449163386762,0.0430164630908125,0.143324250681199
"ALB",975,0.0328205128205128,0.133333333333333,0.0464326960124026,0.156663013580323,0.031803466006475,0.130164888457808
"ANC",668,0.0134730538922156,0.0583832335329341,0.0261588327166126,0.0794783241300748,0.0139935414424112,0.0596685082872928
"ATL",6048,0.0209986772486772,0.104332010582011,0.0250284590987448,0.112461136851103,0.020969427750196,0.104062909567497
"AUS",2341,0.0277659120034173,0.114053823152499,0.0354520867985838,0.127873658111497,0.0274811687774191,0.113141426783479
"BDL",1512,0.0416666666666667,0.119708994708995,0.0532816960920061,0.137447250643334,0.0405745967741936,0.118112244897959
"BHM",1080,0.0425925925925926,0.133333333333333,0.056776890298062,0.155424205965079,0.0410318559556787,0.130457746478873
"BNA",3897,0.0497818835001283,0.153964588144727,0.0572385352445334,0.165887330530077,0.0491918835909572,0.152845939792563
"BOI",385,0.0337662337662338,0.101298701298701,0.058085230659698,0.13653620160179,0.0312907431551499,0.0979591836734694
"BOS",7222,0.0293547493769039,0.114095818332872,0.033603790136258,0.121795666495974,0.029244093624952,0.113794998625996
"BUF",1965,0.055470737913486,0.136895674300254,0.0667693029699392,0.153161294503469,0.054112341927262,0.135180603661554
"BWI",2049,0.038555392874573,0.13909224011713,0.0480474118703073,0.155102167123688,0.0378495433574993,0.137387173396675
"CHS",832,0.0492788461538462,0.145432692307692,0.0667142825114896,0.17163210987857,0.0467372134038801,0.140990990990991
"CID",3010,0.0651162790697674,0.146511627906977,0.0747187804774945,0.159880112363737,0.0639828860365616,0.145205479452055
"CLE",4900,0.0371428571428571,0.11469387755102,0.0429476963392823,0.124119632283464,0.0368628396848368,0.114245359160613
"CLT",5037,0.0246178280722652,0.0933095096287473,0.0293925015313989,0.101838310593402,0.0245295567466062,0.0931081877086197
"CMH",4010,0.0481296758104738,0.149625935162095,0.055366629885471,0.161246197506978,0.0475864094781161,0.148598130841122
"COS",1134,0.0291005291005291,0.122574955908289,0.0409919027763542,0.143434797070141,0.0284485610320873,0.120336134453782
"CVG",4322,0.0543729754743174,0.142989356779269,0.0617046520536423,0.153974348918539,0.0537614845810971,0.14211968935587
"DAY",2720,0.0544117647058824,0.135294117647059,0.0638072427548317,0.148958413881631,0.0534487693188323,0.134077809798271
"DCA",6593,0.0370089488851813,0.118307295616563,0.0419551844922532,0.126498279549423,0.0368015356468012,0.117942547751542
"DEN",5419,0.0160546226241004,0.112197822476472,0.0198621602842344,0.121064974390831,0.016089694587019,0.111817351598174
"DFW",8231,0.0267282225731989,0.12003401773782,0.0305276160249283,0.127386139985461,0.0266547879896945,0.119729697115965
"DSM",3059,0.0601503759398496,0.16868257600523,0.0693552785669608,0.182661471140752,0.0591538510624721,0.166998394863563
"DTW",4876,0.0457342083675144,0.134946677604594,0.052110705037986,0.145036933322333,0.0453223460979157,0.13426601784266
